List Date,"Author (Last, First)",Title,Pub Date,Publisher,ISBN,Top Pick,Hall of Fame,Debut,Year-End Favorite List,Genre,Annotation,Nominator/Library,,,,,,,,,,,
2014/10,"Donohue, Keith","Boy Who Drew Monsters, The",10/7/2014,Picador,9781250057150,,,,,Literary Fiction,"“Emotionally scarred by a near-drowning experience, young Jack Keenan spends all his time indoors, fanatically preoccupied with drawing strange things. While Jack’s parents chalk his drawings up to the imagination, Nick, Jack’s only friend, notices mysterious things happen whenever Jack picks up a pencil. This detailed coming-of-age tale with a twist offers unique insights into boyhood friendships and the complexities of adult relationships.”","Courtney Block, Charlestown Clark County Public Library, Charlestown, IN",,,,,,,,,,,
2014/10,"Elwes, Cary with Joe Layden",As You Wish,10/14/2014,Touchstone,9781476764023,,,,,Memoir,,"Emily Weiss, Bedford Public Library, Bedford, NH",,,,,,,,,,,
2014/10,"Eskens, Allen","Life We Bury, The",10/14/2014,Seventh Street Books,9781616149987,,,x,,Literary Fiction,"“In this well-crafted debut novel, Joe Talbert has finally left home, but not without guilt over leaving his autistic brother in the care of his unreliable mother. A college assignment gets the young man entangled in a cold case, racing to clear the name of a Vietnam veteran. Characters with layers of suppressed memories and emotions only add to the suspenseful plot. Looking forward to more from this Minnesotan author!”","Paulette Brooks, Elm Grove Public Library, Elm Grove, WI",,,,,,,,,,,
2014/10,"Higashino, Keigo",Malice,10/7/2014,Minotaur Books,9781250035608,,,,,Mystery,"“Detective Kaga is investigating the murder of best-selling author Kunihiko Hidaka. Hidaka’s wife and best friend both have rock-solid alibis, but Kaga discovers that the friendship might not have been what it seemed. A classic cat-and-mouse game with twists that keep the pages turning.","Vicki Nesting, St. Charles Parish Library, Destrehan, LA",,,,,,,,,,,
2014/10,"Picoult, Jodi",Leaving Time,10/14/2014,Ballantine  ,9780345544926,,,,,Literary Fiction,,"Kimberly McGee, Lake Travis Community Library, Austin, TX",,,,,,,,,,,
2014/10,"Pittard, Hannah",Reunion,10/7/2014,Grand Central Publishing,9781455553617,,,,,Literary Fiction,,"Elizabeth Kanouse, Denville Public Library, Denville, NJ",,,,,,,,,,,
2014/10,"Smiley, Jane",Some Luck,10/7/2014,Knopf,9780307700315,,,,,Literary Fiction,,"Laurie Van Court, Douglas County Libraries, Parker, CO",,,,,,,,,,,
2014/10,"Stein, Garth","Sudden Light, A",9/30/2014,Simon & Schuster,9781439187036,x,,,,Literary Fiction,,"Whitney Gayle, James Blackstone Memorial Library, Branford, CT",,,,,,,,,,,
2014/10,"Weaver, Ashley",Murder at the Brightwell,10/14/2014,Minotaur Books,9781250046369,,,,x,Mystery,"“Lovers of Agatha Christie and Jacqueline Winspear will enjoy this elegant murder mystery set on holiday at the English seaside What starts out as a lark, intended to make Amory Ames’s misbehaving-but-oh-so-delicious husband jealous, turns into a dangerous and deadly game of whodunit for Amory and her friends. Love, jealousy, and revenge are tangled together in this smart and sophisticated British mystery reminiscent of the genre’s golden age.”","Vanessa Walstra, Kent District Library, East Grand Rapids, MI",,,,,,,,,,,
2014/09, September 2014,,,,,,,,,,,,,,,,,,,,,,
2014/09,"Doughty, Caitlin",Smoke Gets in Your Eyes,9/15/2014,W.W. Norton & Company,9780393240238,x,,,,Non-Fiction,,"Patty Falconer, Hampstead Public Library, Hampstead, NH",,,,,,,,,,,
2014/09,"French, Tana","Secret Place, The",9/2/2014,Viking Adult,9780670026326,,,,,Mystery,,"Alison McCarty, Nassau County Public Library System, Callahan, FL",,,,,,,,,,,
2014/09,"Giltrow, Helen","Distance, The",9/9/2014,Doubleday,9780385536998,,,x,,Suspense/Thriller,"“Imagine a modern-day Robin Hood who deals not in money, but identity. Karla, the protagonist of The Distance, is a tech guru with a conscience, and the security of several nations dependent on her. This nuanced book kept me on the edge of my seat. I cannot wait until the next one comes out.”","Cathy Scheib, Indianapolis Public Library, Indianapolis, IN",,,,,,,,,,,
2014/09,"Harrison, Kim","Witch With No Name, The",9/9/2014,Harper Voyager,9780061957956,,,,,SF/Fantasy,,"Ilene Lefkowitz, Denville Public Library, Denville, NJ",,,,,,,,,,,
2014/09,"Hendrix, Grady",Horrorstor,9/23/2014,Quirk,9781594745263,,,x,,Horror,,"Donna Matturri, Pickerington Public Library, Pickerington, OH",,,,,,,,,,,
2014/09,"Kearsley, Susanna",Season of Storms,9/2/2014,Sourcebooks Landmark,9781402258732,,,,,Literary Fiction,,"Marianne Colton, Lockport Public Library, Lockport, NY ",,,,,,,,,,,
2014/09,"Mandel, Emily St. John ",Station Eleven,9/9/2014,Knopf,9780385353304,,,,2014,Literary Fiction,"“An actor playing King Lear dies onstage just before a cataclysmic event changes the future of everyone on Earth. What will be valued and what will be discarded? Will art have a place in a world that has lost so much? What will make life worth living? These are just some of the issues explored in this beautifully written dystopian novel. Recommended for fans of David Mitchell, John Scalzi and Kate Atkinson.”","Janet Lockhart, Wake County Public Libraries, Cary, NC ",,,,,,,,,,,
2014/09,"McEwan, Ian","Children Act, The",9/9/2014,Nan A. Talese,9780385539708,,,,,Literary Fiction,,"Jennifer Alexander, St. Louis County Library, St. Louis, MO",,,,,,,,,,,
2014/09,"Oliver, Lauren",Rooms,9/23/2014,Ecco,9780062223197,,,,,Literary Fiction,"“A family comes to terms with their estranged father’s death in Oliver’s first novel for adults. Told from the perspective of two ghosts living in the old house, this unique story weaves characters and explores their various past connections. Great book!”","Rachel Fewell, Denver Public Library, Denver, CO",,,,,,,,,,,
2014/09,"Waters, Sarah","Paying Guests, The",9/16/2014,Riverhead,9781594633119,,,,,Literary Fiction,,"Elizabeth Angelastro, Manlius Library, Manlius, NY",,,,,,,,,,,
2014/08, August 2014,,,,,,,,,,,,,,,,,,,,,,
2014/08,"Bloom, Amy",Lucky Us,7/29/2014,Random House,9781400067244,,,,,Historical Fiction,"“Is a family the people you are born to, or the people who you find along the way? That’s what Bloom explores in this novel set in pre- and post-WWII Ohio, Los Angeles, New York and Germany. The story follows resourceful Eva, who was abandoned by her mother at an early age, and her sister Iris, an aspiring actress who tries to find love at a time when her kind of love must be secretive. Every character is beautifully drawn, warm, and believable.”","Kathryn Hassert, Henrietta Hankin Branch Library, Chester Springs, PA",,,,,,,,,,,
2014/08,"Burton, Jessie","Miniaturist, The",8/26/2014,Ecco,9780062306814,x,,x,,Historical Fiction,"“A dollhouse whose figures and furnishings foretell life events, mysterious notes, family secrets and the powerful guild and church of 1686 Amsterdam. All these elements combine for an engaging story of a young bride’s struggle to be the ‘architect of her own fortune.’”","Elizabeth Angelastro, Manlius Library, Manlius, NY",,,,,,,,,,,
2014/08,"Cain, Chelsea",One Kick,8/19/2014,Simon & Schuster,9781476749785,x,,,,Suspense/Thriller,,"Elizabeth Kanouse, Denville Public Library, Denville, NJ",,,,,,,,,,,
2014/08,"Grossman, Lev","Magician's Land, The",8/5/2014,Viking Adult,9780670015672,,,,,SF/Fantasy,,"Kelly Currie, Delphi Public Library, Delphi, IN",,,,,,,,,,,
2014/08,"MacAlister, Katie","Truth About Leo, The",8/5/2014,Sourcebooks Casablanca,9781402294457,,,,,Romance,,"Jessica C. Williams, Westlake Porter Public Library, Westlake, OH",,,,,,,,,,,
2014/08,"Moriarty, Liane",Big Little Lies,7/29/2014,Amy Einhorn/Putnam,9780399167065,,,,,Mystery,,"Lora Bruggeman, Indian Prairie Public Library, Darien, IL",,,,,,,,,,,
2014/08,"Phillips, Susan Elizabeth",Heroes are my Weakness,8/26/2014,William Morrow,9780062106070,,,,,Romance,,"Donna Matturri, Pickerington Public Library, Pickerington, OH",,,,,,,,,,,
2014/08,"Scalzi, John",Lock In,8/26/2014,Tor Books,9780765375865,,,,,SF/Fantasy,,"Jane Jorgenson, Madison Public Library, Madison, WI",,,,,,,,,,,
2014/08,"Todd, Charles","Unwilling Accomplice, An",8/12/2014,William Morrow,9780062237194,,,,,Mystery,,"Monicah Fratena, La Porte County Public Library, La Porte, IN",,,,,,,,,,,
2014/08,"Umrigar, Thrity","Story Hour, The",8/19/2014,Harper,9780062259301,,,,,Literary Fiction,,"Ellen Firer, Merrick Library, Merrick, NY",,,,,,,,,,,
2014/07, July 2014,,,,,,,,,,,,,,,,,,,,,,
2014/07,"Bohjalian, Chris","Close Your Eyes, Hold Hands",7/8/2014,Doubleday,9780385534833,,,,,Literary Fiction,,"Kim Storbeck, Timberland Regional Library, Tumwater, WA",,,,,,,,,,,
2014/07,"Bouman, Tom",Dry Bones in the Valley,7/7/2014,W.W. Norton & Company,9780393243024,,,x,,Mystery,,"Jennifer Winberry, Hunterdon County Library, Flemington, NJ",,,,,,,,,,,
2014/07,"Johansen, Erika","Queen of the Tearling, The",7/8/2014,Harper,9780062290366,,,x,,SF/Fantasy,"“The first of a trilogy, this book is so much more than just another fantasy. Yes, there is magic, a princess and a really bad queen, but there is also an apocalyptic twist that makes readers hungry for the next installment. This book caught me from the first page and kept me guessing till the last. A great read!”","Cindy Stevens, Pioneer Library System, Norman, OK",,,,,,,,,,,
2014/07,"Lepucki, Edan",California,7/8/2014,Little Brown,9780316250818,,,x,,SF/Fantasy,"“Driven away from the violence of cities and a crumbling society, Cal and Frida live an isolated existence, struggling to survive on what they grow and forage. When an unplanned pregnancy pushes the couple to search for other people, they discover an unexpected community. This well-written debut is great for apocalyptic fiction fans and fans of realistic, character-driven fiction.","Sara Kennedy, Delaware County District Library, Delaware, OH",,,,,,,,,,,
2014/07,"McNeal, Laura Lane",Dollbaby,7/3/2014,Pamela Dorman Books,9780670014736,,,x,,Historical Fiction,"“In this coming-of-age story set in the Civil Rights era, Ibby is dropped off at the home of her eccentric grandmother in New Orleans after the death of her beloved father. Filled with colorful characters, family secrets and lots of New Orleans tidbits, this book will appeal to fans of Saving Ceecee Honeycutt.”","Vicki Nesting, St. Charles Parish Library, Destrehan, LA",,,,,,,,,,,
2014/07,"Mills, Marja","Mockingbird Next Door, The",7/15/2014,Penguin Press,9781594205194,,,,,Biography,,"Jan Fisher, Fairfield Public Library, Fairfield, CT",,,,,,,,,,,
2014/07,"Moyes, Jojo",One Plus One,7/1/2014,Pamela Dorman Books,9780525426585,,,,2014,Romance,,"Emily Wichman, Clermont County Public Library, Milford, OH",,,,,,,,,,,
2014/07,"Rader-Day, Lori","Black Hour, The",7/8/2014,Seventh Street Books,9781616148850,,,,,Suspense/Thriller,,"Mattie Gustafson, Newport Public Library, Newport, RI",,,,,,,,,,,
2014/07,"Rowell, Rainbow",Landline,7/8/2014,St. Martin's Press,9781250049377,x,,,2014,Literary Fiction,,"Andrea Larson, Cook Memorial Public Library, Libertyville, IL",,,,,,,,,,,
2014/07,"Winters, Ben H.",World of Trouble,7/15/2014,Quirk,9781594746857,,,,,Mystery,,"Jenna Persick, Chester County Library, Exton, PA",,,,,,,,,,,
2014/06, June 2014,,,,,,,,,,,,,,,,,,,,,,
2014/06,"Frank, Dorothea Benton","Hurricane Sisters, The",6/3/2014,William Morrow,9780062132529,,,,,Literary Fiction,,"Yvonne Jefferson, Pittsylvania County Public Library, Dry Fork, VA",,,,,,,,,,,
2014/06,"Gilman, Susan Jane","Ice Cream Queen of Orchard Street, The",6/10/2014,Grand Central Publishing,9780446578936,,,,,Historical Fiction,"“In the tenements of old New York, a young Russian Jewish immigrant woman is taken in by an Italian family who sells ice. Through sheer persistence and strong will, she manages to build an ice cream empire. Lillian Dunkle is a complex character who will both make you cheer even as you are dismayed. Have ice cream on hand when you read this book!”","Marika Zemke, Commerce Township Public Library, Commerce Twp, MI",,,,,,,,,,,
2014/06,"Healey, Emma",Elizabeth is Missing,6/10/2014,Harper,9780062309662,x,,x,,Mystery,,"Mary Campanelli, Columbus Metropolitan Library, Columbus, OH",,,,,,,,,,,
2014/06,"Hilderbrand, Elin","Matchmaker, The",6/10/2014,Little Brown,9780316099752,,,,,Literary Fiction,,"Jill Kaufman, Desloge Public Library, Desloge, MO",,,,,,,,,,,
2014/06,"Koch, Herman",Summer House with Swimming Pool,6/3/2014,Hogarth,9780804138819,,,,,Suspense/Thriller,,"Kristin Cole, The Seattle Public Library, Seattle, WA",,,,,,,,,,,
2014/06,"Martin, George R. R. and Gardner Dozois",Rogues,6/17/2014,Bantam,9780345537263,,,,,Short Stories,,"Keith Hayes, West Regional Library, Wake County Public Libraries, Cary, NC",,,,,,,,,,,
2014/06,"Maum, Courtney",I Am Having So Much Fun Here Without You,6/10/2014,Touchstone,9781476764580,,,x,,Literary Fiction,"“Set mainly in Paris, this love story for grown-ups tells the story of a decent man who almost ruins his life and then goes to great lengths to restore his marriage. If your path to a happy marriage has been straight-forward, you may not appreciate this book – but it’s perfect for the rest of us!”","Laurel Best, Huntsville-Madison County Public Library, Huntsville, AL",,,,,,,,,,,
2014/06,"Owen, Lauren","Quick, The",6/17/2014,Random House,9780812993271,,,x,,Historical Fiction,"“This book starts out slowly, with an unconventional Victorian-era romance and builds to an unexpected development by the end of part one. Owen continues the slow boil of suspense with a curiously-enticing plot, centering on members of an exclusive London gentleman’s club who are testing the boundaries of their own organization. For those who enjoy historical fiction with a twist.”","Lucy Lockley, St. Charles City-County Library, St. Peters, MO",,,,,,,,,,,
2014/06,"See, Lisa",China Dolls,6/3/2014,Random House,9780812992892,,,,,Historical Fiction,,"Catherine Coyne, Mansfield Public Library, Mansfield, MA",,,,,,,,,,,
2014/06,"Zentner, Alexi","Lobster Kings, The",5/27/2014,W.W. Norton & Company,9780393089578,,,,,Literary Fiction,,"Lisa Marie Joyce, Portland Public Library & South Portland Public Library, Portland, ME",,,,,,,,,,,
2014/05,May 2014,,,,,,,,,,,,,,,,,,,,,,
2014/05,"Beverly-Whittemore, Miranda",Bittersweet,5/2014,Crown,9780804138567,,,,,Mystery,,"Nancy Russell, Columbus Metropolitan Library, Columbus, OH",,,,,,,,,,,
2014/05,"Doerr, Anthony",All The Light We Cannot See,5/6/2014,Scribner,9781476746586,,,,2014,Historical Fiction,"“Set during World War II Europe, this novel is sobering without being sentimental. The tension builds as the alternating, parallel stories of Werner and Marie-Laure unfold, and their paths cross. I highly recommend this beautiful and compelling story.”","Kelly Currie, Delphi Public Library, Delphi, IN",,,,,,,,,,,
2014/05,"Jones, Darynda",Sixth Grave on the Edge,5/20/2014,St. Martin's Press,9781250045638,,,,,Mystery,,"Donna Matturri, Pickerington Public Library, Pickerington, OH",,,,,,,,,,,
2014/05,"Juska, Elise","Blessings, The",5/6/2014,Grand Central Publishing,9781455574032,,,,,Literary Fiction,,"Janet Schneider, Great Neck Library, Great Neck, NY",,,,,,,,,,,
2014/05,"Lockhart, E.",We Were Liars,5/13/2014,Delacorte Press,9780385741262,x,,,2014,Suspense/Thiller,,"Susan Balla, Fairfield Public Library, Fairfield, CT",,,,,,,,,,,
2014/05,"Malerman, Josh",Bird Box,5/13/2014,Ecco,9780062259653,,,x,,Horror,"“Close your eyes! Don’t look! Something is out there that will drive you mad if you see it. Is it an alien invasion? An environmental toxin? Two sisters, Malorie and Shannon, embark on a journey seeking safety and other survivors. I was unable to put this book down. Horror at its best, not graphic, but truly creepy and scary. Highly recommended for fans of psychological suspense.”","Mary Vernau, Tyler Public Library, Tyler, TX",,,,,,,,,,,
2014/05,"Paull, Laline","Bees, The",5/6/2014,Ecco,9780062331151,,,x,,Literary Fiction,"“This book is set entirely in a beehive, but the novel and its characters are so beautifully rendered that it could have been set anywhere. Societal codes and social mores combine with the ancient behavior rituals of bees, bringing forth a remarkable story that is sure to be a book club favorite.”","Ilene Lefkowitz, Denville Public Library, Denville, NJ",,,,,,,,,,,
