,isbn,variable,value,lr_my,author,title,pub_date,publisher,lr_top,lr_hof,debut,lr_yfav,genre,annotation,nom_lib_lr,permalink,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,hof_pd,hof_compare1,hof_compare2
174,9780451492074,genre_0,biographical_fiction,2020/02,"Maher, Kerri",The Girl in White Gloves: A Novel of Grace Kelly,2020-02-25 00:00:00,berkley,0.0,0.0,0.0,,,"“An interesting, fictional take on the life of one of America’s favorite actresses, Grace Kelly. She struggles to break free from controlling parents and forge her own life. Although she marries her prince, the confinements of her marriage contract assure that she never truly succeeds at happily ever after. For readers who liked The Girls in the Picture (Benjamin) and A Touch of Stardust (Alcott).”","Debbie Lease, Hillsdale Public Library, Hillsdale, NJ",https://lccn.loc.gov/2019030409,biographical fiction,,,,,,,,0.0,0.0,0.0
175,9781250236609,genre_0,science_fiction,2020/02,"Montimore, Margarita",Oona Out of Order,2020-02-25 00:00:00,flatiron books,0.0,0.0,1.0,,,"During the New Year countdown, 19-year-old Oona Lockhart faints and wakes up in her 51-year-old body. I can't wait for my bookish friends to read this time-jumping debut novel so we can discuss it. For fans of Audry Niffenegger, Taylor Jenkins Reid, and Liane Moriarty.","Darla Dykstra, Mid-Continent Public Library, Independence, MO",https://lccn.loc.gov/2019036420,science fiction,love stories,,,,,,,0.0,0.0,0.0
176,9781984878618,genre_0,,2020/02,"Pooley, Claire",The Authenticity Project: A Novel,2020-02-04 00:00:00,pamela dorman books,1.0,0.0,1.0,,,"“Julian, Monica, and others present themselves publicly in one way, but their entries in an Authenticity Project notebook reveal them to be more insecure, eager to change, and ultimately more interesting. A heartwarming story about how not everyone tells the truth about who they are. For fans of The School of Essential Ingredients, The Unlikely Pilgrimage of Harold Fry, and A Man Called Ove.”","Maggie Holmes, Richards Memorial Library, North Attleboro, MA",https://lccn.loc.gov/2019030464,,,,,,,,,0.0,0.0,0.0
177,9781250207203,genre_0,suspense_fiction,2020/02,"Robb, J.D.",Golden in Death: An Eve Dallas Novel,2020-02-04 00:00:00,st. martin's press,0.0,0.0,0.0,,,"“Hard to believe that this is #50 in this series. Even harder to believe that the stories remain fresh and the characters compelling, but it does not disappoint. There's a satisfying path to solving the very distressing murders, and particular pleasure in seeing the characters continue to change and grow. For fans of the In Death series, Linda Howard, and Lisa Gardner.”","Beth Mills, New Rochelle Public Library, New Rochelle, NY",https://lccn.loc.gov/2019036358,suspense fiction,mystery fiction,,,,,,,0.0,0.0,0.0
178,9781250219596,genre_0,,2020/02,"Schaitkin, Alexis",Saint X,2020-02-18 00:00:00,celadon books,0.0,0.0,1.0,,,"""Claire was a child when her much older sister Allison died and there are many gaps in her knowledge of who Alison was and how she died. This is a deep character study and a story about obsession, grief, and finding a path after loss. For readers who enjoyed What We Lose by Zinzi Clemmons and The Other Americans by Laila Lalami.""","Rebecca Swanson, Fitchburg Public Library, Fitchburg, MA",https://lccn.loc.gov/2019036360,,,,,,,,,0.0,0.0,0.0
179,9780062909879,genre_0,,2020/02,"Sosa, Mia",The Worst Best Man: A Novel,2020-02-04 00:00:00,avon,0.0,0.0,0.0,,,"""A classic enemies to lovers plot told from the perspective of both sides of the would-be couple, both likable and the chemistry between the two was well-written and believable. For fans of Red, White & Royal Blue and The Wedding Party.""","Karma Campbell, Catoosa Public Library, Catoosa, OK",,,,,,,,,,0.0,0.0,0.0
180,9780440000174,genre_0,suspense_fiction,2020/02,"St. James, Simone",The Sun Down Motel,2020-02-18 00:00:00,berkley,0.0,1.0,0.0,,,"""Another chilling ghost story from St. James, who seems to surpass the level of shiver with each book. A young woman uncovers old secrets and stirs up vengeful ghosts when she travels to upstate New York in search of an aunt who disappeared 35 years earlier.""","Patricia Uttaro, Monroe County Library System, Rochester, NY",https://lccn.loc.gov/2019026692,suspense fiction,mystery fiction,,,,,,,0.0,0.0,0.0
181,9781984820150,genre_0,historical_fiction,2020/01,"Allende, Isabel",A Long Petal of the Sea: A Novel,2020-01-20 00:00:00,ballantine books,0.0,1.0,0.0,,,"“A sweeping epic grounded in fact: In 1939, a Spanish family escapes the brutal rise of Franco and is brought by poet Pablo Neruda to Chile, only to see that country fall to its own dictatorial regime. Allende shows how, in an often cruel world, refugees can find homes in the hearts of one another. A profound and satisfying novel.”","Jill Minor, Washington County Public Library, Abingdon, VA",https://lccn.loc.gov/2019037428,historical fiction,,,,,,,,0.0,0.0,0.0
182,9781525836268,genre_0,,2020/01,"Angelo, Megan",Followers: A Novel,2020-01-14 00:00:00,graydon house,0.0,0.0,1.0,,,"“A thrilling, satirical critique of societal values. The timeline alternates before and after ""the Spill,"" a psychological terrorist attack using online data, and society is wildly changed. But one thing is still the same--family is complicated. For fans of The Circle (Dave Eggers) and Super Sad True Love Story (Gary Shteyngart).”","Jessica Rodrigues, Steger-South Chicago Heights Public Library, Chicago, IL",,,,,,,,,,0.0,0.0,0.0
183,9780062872852,genre_0,chick_lit,2020/01,"Bailey, Tessa",Love Her or Lose Her: A Novel,2020-01-14 00:00:00,avon,0.0,0.0,0.0,,,"“This story of a married couple losing--and then finding--their way together is beautiful, touching and hot, with just the right touch of comic relief. For readers of Sally Thorne and Christina Lauren.”","Carole Tossman, Howard County Library System, Ellicott City, MD",https://lccn.loc.gov/2020275791,chick lit,fiction,humorous fiction,romance fiction,love stories,,,,0.0,0.0,0.0
184,9780062931092,genre_0,romance_fiction,2020/01,"Beatriz Williams, Lauren Willig, and Karen White",All the Ways We Said Goodbye: A Novel of the Ritz Paris,2020-01-14 00:00:00,william morrow,0.0,0.0,0.0,,,"“Three time periods, three women, three authors combine for an absorbing read. Aurelie is ready to fight the Germans during WWI. Daisy, a woman with a collaborator husband, is embroiled in the fight against the Nazis. Babs, an Englishwoman in the 1960s, is anxious to find the truth about her dead husband. For readers who liked The Alice Network and Sarah’s Key.”","Ellen Firer, Merrick Library, Merrick, NY",https://lccn.loc.gov/2020286634,romance fiction,fiction,historical fiction,novels,,,,,0.0,0.0,0.0
185,9781492666905,genre_0,historical_fiction,2020/01,"Benedict, Marie",Lady Clementine: A Novel,2020-01-07 00:00:00,sourcebooks landmark,0.0,1.0,0.0,,,"“Clementine Hozier never expected to be the wife of a man like Winston Churchill. In her latest fictional account of an overlooked historical figure, Benedict spotlights how Clementine helped her husband maneuver through good times and bad, finding her own voice along the way.”","Chris Markley, Kingsport Public Library, Kingsport, TN",https://lccn.loc.gov/2019010233,historical fiction,,,,,,,,0.0,0.0,0.0
186,9781250087331,genre_0,mystery_fiction,2020/01,"Chamberlain, Diane",Big Lies in a Small Town,2020-01-14 00:00:00,st. martin's press,0.0,1.0,0.0,,,"“Told in alternating viewpoints, this suspense tale centers on a secret involving two artists working on a mural 78 years apart. Excellent and engaging, with a twist!""","Marilyn Sieb, L.D. Fargo Public Library, Lake Mills, Wisconsin",https://lccn.loc.gov/2019033998,mystery fiction,,,,,,,,0.0,0.0,0.0
187,9780062938558,genre_0,humorous_fiction,2020/01,"Colfer, Eoin",Highfire: A Novel,2020-01-28 00:00:00,harper perennial,0.0,0.0,0.0,,,"“Vern, a dragon living in the Louisiana swamps, may be the last of his kind, so he tries to remain unnoticed. When teenage Squib stumbles on Vern’s hideout, he ends up working for him and keeping his secret. A fantasy with suspense, humor, and danger and a heartfelt story about family and friendship. For readers who enjoyed Anansi Boys (Neil Gaiman) and Bad Monkey (Carl Hiaasen).”","Carolynn Waites, Manvel Library, Manvel, TX",https://lccn.loc.gov/2020301358,humorous fiction,fantasy fiction,fiction,humorous fiction,,,,,0.0,0.0,0.0
188,9781250209764,genre_0,suspense_fiction,2020/01,"Cummins, Jeanine",American Dirt: A Novel,2020-01-21 00:00:00,flatiron books,0.0,0.0,0.0,,,"“A literary thriller chronicling the migration of a mother and her young son. Under flagrant threat, Lydia and Luca leave their middle-class life in Acapulco and begin a traumatic journey to the border, evading cartels, thieves, corrupt police, and others forced into malevolent behavior by extreme violence and poverty. For readers who enjoyed The Other Americans (Laila Lalami) and And the Mountains Echoed (Khaled Hosseini).”","Molly Riportella, Westwood Public Library, Westwood, MA",https://lccn.loc.gov/2019036052,suspense fiction,,,,,,,,0.0,0.0,0.0
189,9781984805171,genre_0,suspense_fiction,2020/01,"Fleischmann, Raymond",How Quickly She Disappears,2020-01-14 00:00:00,berkley,0.0,0.0,1.0,,,"“In 1941 Alaska, a woman whose twin disappeared 20 years earlier crosses paths with a sinister stranger threatening to reveal the truth of what happened. Does she dare risk what little she has left to save her sister? For readers of moody thrillers such as Watch Me Disappear by Janelle Brown and The Dry by Jane Harper.""","Jennifer Winberry, Hunterdon County Library, Flemington NJ",https://lccn.loc.gov/2019019798,suspense fiction,mystery fiction,,,,,,,0.0,0.0,0.0
190,9781982126766,genre_0,,2020/01,"MacDonald, Andrew David",When We Were Vikings,2020-01-28 00:00:00,gallery/scout press,0.0,0.0,0.0,,,"“A beautifully written novel about a young woman--and unabashed Viking enthusiast--born with fetal alcohol syndrome. Zelda feels not quite ‘normal,’ but as she discovers through her quests, who really is? Perfect for fans of Eleanor Oliphant Is Completely Fine and The Silver Linings Playbook.”","Kat Neal, Tulsa Library, Tulsa, OK",https://lccn.loc.gov/2019008703,,,,,,,,,0.0,0.0,0.0
191,9780525540670,genre_0,suspense_fiction,2020/01,"Moore, Liz",Long Bright River: A Novel,2020-01-07 00:00:00,riverhead books,0.0,0.0,0.0,,,"“A compelling literary police procedural set in an opioid-ravaged Philadelphia neighborhood and centered on the relationship between two sisters whose lives have taken opposite paths. Your heart will ache as you grow to love the complex, strong, and incredibly vulnerable characters. For readers of Tana French and Dennis Lehane.”","Maggie Thomann, Northbrook Public Library, Northbrook, IL",https://lccn.loc.gov/2018051652,suspense fiction,domestic fiction,mystery fiction,,,,,,0.0,0.0,0.0
192,9781984854780,genre_0,,2020/01,"Napolitano, Ann",Dear Edward: A Novel,2020-01-06 00:00:00,the dial press,1.0,0.0,0.0,,,"“A dear, dear wonderous novel. Edward is The Miracle Boy, the only survivor of a plane crash. As he struggles to navigate the landscape of his new life, we hear the voices of those who didn't make it. Ann Napolitano is an amazing writer who deserves a wider audience. For fans of Did You Ever Have a Family (Bill Clegg),The Grief of Others (Leah Hager Cohen), and The Friend (Sigrid Nunez).”","Jennifer Dayton, Fairfield Public Library, Fairfield, CT",https://lccn.loc.gov/2019000400,,,,,,,,,0.0,0.0,0.0
193,9781984806468,genre_0,love_stories,2020/01,"Oakley, Colleen",You Were There Too,2020-01-07 00:00:00,berkley,0.0,0.0,0.0,,,"“Mia is happily married to Harrison, but keeps dreaming about another man. One day her path crosses with this mystery man, and the results are devastating. This is a realistic, engrossing love story suited for fans of Liane Moriarty and Jodi Picoult.""","Danielle Hansard, Public Library of Westland, Westland, MI",https://lccn.loc.gov/2019017291,love stories,,,,,,,,0.0,0.0,0.0
194,9781525805981,genre_0,,2019/12,"Belden, Emily",Husband Material,2019-12-30 00:00:00,graydon house,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0
195,9780062913722,genre_0,,2019/12,"Colvin, Jeffrey",Africaville: A Novel,2019-12-10 00:00:00,amistad,0.0,0.0,1.0,,,,,https://lccn.loc.gov/2019017430,,,,,,,,,0.0,0.0,0.0
196,9780778330776,genre_0,,2019/12,"Ellison, J. T.",Good Girls Lie,2019-12-30 00:00:00,harlequin mira,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0
197,9781525809781,genre_0,,2019/12,"Fisher, Tarryn",The Wives: A Novel,2019-12-30 00:00:00,graydon house,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0
198,9780593100349,genre_0,,2019/12,"Kantra, Virginia",Meg and Jo,2019-12-03 00:00:00,berkley,0.0,0.0,0.0,,,,,https://lccn.loc.gov/2019022562,,,,,,,,,0.0,0.0,0.0
199,9780525541905,genre_0,,2019/12,"Reid, Kiley",Such a Fun Age,2019-12-31 00:00:00,g.p. putnam's sons,1.0,0.0,1.0,,,,,https://lccn.loc.gov/2019009992,,,,,,,,,0.0,0.0,0.0
200,9781524742904,genre_0,,2019/12,"Shepard, Sara",Reputation: A Novel,2019-12-03 00:00:00,dutton,0.0,0.0,0.0,,,,,https://lccn.loc.gov/2019014647,,,,,,,,,0.0,0.0,0.0
201,9780593099131,genre_0,suspense_fiction,2019/12,"Singh, Nalini",A Madness of Sunshine,2019-12-03 00:00:00,berkley,0.0,0.0,0.0,,,,,https://lccn.loc.gov/2019014381,suspense fiction,,,,,,,,0.0,0.0,0.0
202,9781643851631,genre_0,suspense_fiction,2019/12,"Walters, Damien Angelica",The Dead Girls Club: A Novel,2019-12-10 00:00:00,crooked lane books,0.0,0.0,0.0,,,,,https://lccn.loc.gov/2020288221,suspense fiction,fiction,thrillers (fiction),paranormal fiction,psychological fiction,horror fiction,,,0.0,0.0,0.0
203,9780525542315,genre_0,romance_fiction,2019/12,"Winters, Rachel",Would Like to Meet,2019-12-03 00:00:00,g.p. putnam's sons,0.0,0.0,0.0,,,,,https://lccn.loc.gov/2019287283,romance fiction,fiction,love stories,,,,,,0.0,0.0,0.0
204,9781984806093,genre_0,love_stories,2019/11,"Adams, Lyssa Kay",The Bromance Book Club,2019-11-05 00:00:00,berkley/jove,0.0,0.0,0.0,,,,,https://lccn.loc.gov/2019006240,love stories,,,,,,,,0.0,0.0,0.0
205,9781984855176,genre_0,,2019/11,"Berg, Elizabeth",The Confession Club: A Novel,2019-11-19 00:00:00,random house,0.0,1.0,0.0,,,,,https://lccn.loc.gov/2019007966,,,,,,,,,0.0,0.0,0.0
206,9781984802682,genre_0,love_stories,2019/11,"Christopher, Andie J.",Not the Girl You Marry,2019-11-12 00:00:00,berkley/jove,0.0,0.0,0.0,,,,,https://lccn.loc.gov/2019001227,love stories,,,,,,,,0.0,0.0,0.0
207,9780062964564,genre_0,,2019/11,"Curtis, Rosie",We Met in December,2019-11-05 00:00:00,william morrow paperbacks,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0
208,9781250103482,genre_0,love_stories,2019/11,"Dicks, Matthew",Twenty-one Truths About Love,2019-11-19 00:00:00,st. martin's press,0.0,0.0,0.0,,,,,https://lccn.loc.gov/2019024263,love stories,,,,,,,,0.0,0.0,0.0
209,9780062941206,genre_0,romance_fiction,2019/11,"Hibbert, Talia","Get a Life, Chloe Brown",2019-11-05 00:00:00,avon,0.0,0.0,0.0,,,,,https://lccn.loc.gov/2020304751,romance fiction,fiction,chick lit,love stories,,,,,0.0,0.0,0.0
210,9781501190100,genre_0,psychological_fiction,2019/11,"Jewell, Lisa",The Family Upstairs,2019-11-05 00:00:00,atria books,0.0,1.0,0.0,,,,,https://lccn.loc.gov/2019457525,psychological fiction,suspense fiction,fiction,thrillers (fiction),,,,,0.0,0.0,0.0
211,9781643851358,genre_0,,2019/11,"Mizushima, Margaret",Tracking Game,2019-11-12 00:00:00,crooked lane books,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0
212,9780385541213,genre_0,,2019/11,"Morgenstern, Erin",The Starless Sea: A Novel,2019-11-05 00:00:00,doubleday,1.0,0.0,0.0,,,,,https://lccn.loc.gov/2018053215,,,,,,,,,0.0,0.0,0.0
213,9780316485340,genre_0,,2019/11,"Slate, Jenny",Little Weirds,2019-11-05 00:00:00,"little, brown and company",0.0,0.0,0.0,,,,,https://lccn.loc.gov/2019933749,,,,,,,,,0.0,0.0,0.0
214,9781534439863,genre_0,fantasy_fiction,2019/11,"Solomon, Rivers",The Deep,2019-11-05 00:00:00,saga press,0.0,0.0,0.0,,,,,https://lccn.loc.gov/2020275363,fantasy fiction,fiction,,,,,,,0.0,0.0,0.0
215,9780316449885,genre_0,humor,2019/11,"West, Lindy",The Witches are Coming,2019-11-05 00:00:00,hachette,0.0,0.0,0.0,,,,,https://lccn.loc.gov/2019300473,humor,popular works,essays,,,,,,0.0,0.0,0.0
216,9781250313072,genre_0,occult_fiction,2019/10,"Bardugo, Leigh",Ninth House,2019-10-08 00:00:00,flatiron books,0.0,0.0,0.0,,,,"Amy Verkruissen, Calcasieu Parish Public Library, Lake Charles, LA",https://lccn.loc.gov/2019019855,occult fiction,,,,,,,,0.0,0.0,0.0
217,9780385539302,genre_0,,2019/10,"Bryson, Bill",The Body: A Guide for Occupants,2019-10-15 00:00:00,doubleday,1.0,0.0,0.0,,,,"Carolynn Waites, Manvel Library, Manvel, TX",https://lccn.loc.gov/2019012407,,,,,,,,,0.0,0.0,0.0
218,9781538731338,genre_0,,2019/10,"Chbosky, Stephen",Imaginary Friend,2019-10-01 00:00:00,grand central publishing,0.0,0.0,0.0,,,,"Kimberly McGee, Lake Travis Community Library, Austin, TX",https://lccn.loc.gov/2019004169,,,,,,,,,0.0,0.0,0.0
219,9781984805423,genre_0,love_stories,2019/10,"Denfeld, Rene",The Butterfly Girl: A Novel,2019-10-01 00:00:00,harper,0.0,0.0,0.0,,,,"Cyndi Larsen, Avon Free Public Library, Avon, CT",https://lccn.loc.gov/2019001219,love stories,,,,,,,,0.0,0.0,0.0
220,9781616209131,genre_0,,2019/10,"Diaz, Jacquira",Ordinary Girls: A Memoir,2019-10-08 00:00:00,algonquin books,0.0,0.0,1.0,,,,"Linda Tilden, Mt. Laurel Public Library, Mt. Laurel, AL",https://lccn.loc.gov/2019009593,,,,,,,,,0.0,0.0,0.0
221,9781984802217,genre_0,love_stories,2019/10,"Guillory, Jasmine",Royal Holiday,2019-10-01 00:00:00,berkley,0.0,1.0,0.0,,,,"Meghan Sanks, Glenview Public Library, Glenview, IL",https://lccn.loc.gov/2019024644,love stories,,,,,,,,0.0,0.0,0.0
222,9781984806376,genre_0,fantasy_fiction,2019/10,"Hackwith, A.J.",The Library of the Unwritten,2019-10-01 00:00:00,ace,0.0,0.0,1.0,,,,"Jessica Trotter, Capital Area District Library, Lansing, MI",https://lccn.loc.gov/2019012345,fantasy fiction,,,,,,,,0.0,0.0,0.0
223,9780062200679,genre_0,,2019/10,"Hill, Joe",Full Throttle,2019-10-01 00:00:00,william morrow,0.0,1.0,0.0,,,,"Mahogany Skillings, Richland County Public Library, Richland County, SC",https://lccn.loc.gov/2019014759,,,,,,,,,0.0,0.0,0.0
224,9781982135706,genre_0,love_stories,2019/10,"Lauren, Christina",Twice in a Blue Moon,2019-10-22 00:00:00,gallery books,0.0,1.0,0.0,,,,"Melissa Stumpe, Johnson County Public Library, Greenwood, IN",https://lccn.loc.gov/2019456266,love stories,,,,,,,,0.0,0.0,0.0
225,9781250265708,genre_0,,2019/10,"Morris, Heather",Cilka's Journey: A Novel,2019-10-01 00:00:00,st. martin's press,0.0,0.0,0.0,,,,"Don Crankshaw, Evansville Vanderburgh Public Library, Evansville, IN",,,,,,,,,,0.0,0.0,0.0
226,9780399562488,genre_0,love_stories,2019/10,"Moyes, Jojo",The Giver of Stars: A Novel,2019-10-08 00:00:00,pamela dorman books,0.0,1.0,0.0,,,,"Linda Sullivan, Mission Viejo Public Library, Mission Viejo, CA",https://lccn.loc.gov/2019030049,love stories,,,,,,,,0.0,0.0,0.0
227,9780358023937,genre_0,,2019/10,"Racculia, Kate",Tuesday Mooney Talks to Ghosts,2019-10-08 00:00:00,houghton mifflin harcourt,0.0,0.0,0.0,,,,"Pamela Gardner, Medfield Public Library, Medfield, MA",https://lccn.loc.gov/2018046444,,,,,,,,,0.0,0.0,0.0
228,9780812996548,genre_0,,2019/10,"Strout, Elizabeth","Olive, Again: A Novel",2019-10-15 00:00:00,random house,0.0,1.0,0.0,,,,"Sharon Hutchins, Keytesville Library, Keytesville, MO",https://lccn.loc.gov/2019004792,,,,,,,,,0.0,0.0,0.0
229,9780451492470,genre_0,mystery_fiction,2019/10,"Thomas, Sherry",The Art of Theft,2019-10-15 00:00:00,berkley,0.0,0.0,0.0,,,,"Carrie Pedigo, Tippecanoe County Public Library, Lafayette, IN",https://lccn.loc.gov/2019024240,mystery fiction,,,,,,,,0.0,0.0,0.0
230,9780062913463,genre_0,domestic_fiction,2019/10,"Wilson, Kevin",Nothing to See Here,2019-10-29 00:00:00,ecco,0.0,0.0,0.0,,,,"Linda Quinn, Fairfield Public Library, Fairfield, CT",https://lccn.loc.gov/2019008256,domestic fiction,humorous fiction,,,,,,,0.0,0.0,0.0
231,9780062890047,genre_0,love_stories,2019/09,"Cabot, Meg",No Judgments,2019-09-24 00:00:00,william morrow paperbacks,0.0,0.0,0.0,,,,"Amber Greenwood, Edgewood Public Library, Edgewood, MD",https://lccn.loc.gov/2019010863,love stories,,,,,,,,0.0,0.0,0.0
232,9781250204448,genre_0,mystery_fiction,2019/09,"Cleeves, Ann",The Long Call,2019-09-03 00:00:00,minotaur books,0.0,0.0,0.0,,,,"Carol Melichar, Seminole County Public Library, Casselberry, FL",https://lccn.loc.gov/2019018211,mystery fiction,,,,,,,,0.0,0.0,0.0
233,9780399590597,genre_0,fantasy_fiction,2019/09,"Coates, Ta-Nehisi",The Water Dancer,2019-09-24 00:00:00,one world,0.0,0.0,0.0,,,,"Mara Bandy-Fass, Champaign Public Library, Champaign, IL",https://lccn.loc.gov/2019011177,fantasy fiction,historical fiction,,,,,,,0.0,0.0,0.0
234,9781984805386,genre_0,love_stories,2019/09,"DeLuca, Jen",Well Met,2019-09-03 00:00:00,berkley,0.0,0.0,1.0,,,,"Michelle Herring, Naperville Public Library, Naperville, IL",https://lccn.loc.gov/2019001004,love stories,,,,,,,,0.0,0.0,0.0
235,9780393652703,genre_0,,2019/09,"Doughty, Caitlin",Will My Cat Eat My Eyeballs?,2019-09-10 00:00:00,w.w. norton & company,0.0,1.0,0.0,,,,"Erin Manning, Westlake Porter Public Library, Westlake, OH",https://lccn.loc.gov/2019020020,,,,,,,,,0.0,0.0,0.0
236,9781984805683,genre_0,,2019/09,"Dunmore, Evie",Bringing Down the Duke,2019-09-03 00:00:00,berkley,0.0,0.0,0.0,,,,"Amanda Brill, Rowan Public Library, Salisbury, NC",https://lccn.loc.gov/2018060569,,,,,,,,,0.0,0.0,0.0
237,9781476749297,genre_0,,2019/09,"Krueger, William Kent",This Tender Land,2019-09-03 00:00:00,atria books,0.0,0.0,0.0,,,,"Lori Hench, Baltimore County Public Library, Baltimore, MD",https://lccn.loc.gov/2019015067,,,,,,,,,0.0,0.0,0.0
238,9780062958464,genre_0,love_stories,2019/09,"McFarlane, Mhairi",Don't You Forget About Me,2019-09-10 00:00:00,william morrow paperbacks,0.0,0.0,0.0,,,,"Theresa Bond, Middlesex Public Library, Middlesex, NJ",https://lccn.loc.gov/2019303989,love stories,humorous fiction,,,,,,,0.0,0.0,0.0
239,9780062963673,genre_0,,2019/09,"Patchett, Ann",The Dutch House,2019-09-24 00:00:00,harper,0.0,0.0,0.0,2019,,,"Kelly Currie, Delphi Public Library, Delphi, IN",https://lccn.loc.gov/2019024072,,,,,,,,,0.0,0.0,0.0
240,9780525656159,genre_0,spy_fiction,2019/09,"Prescott, Lara",The Secrets We Kept,2019-09-03 00:00:00,knopf,0.0,0.0,0.0,,,,"Mamie Ney, Auburn Public Library, Auburn, MA",https://lccn.loc.gov/2018052229,spy fiction,,,,,,,,0.0,0.0,0.0
241,9780525535270,genre_0,fiction,2019/09,"Woodson, Jacqueline",Red at the Bone,2019-09-17 00:00:00,riverhead books,1.0,0.0,0.0,,,,"Julie Graham, Yakima Valley Libraries, Yakima Valley, WA",https://lccn.loc.gov/2019944103,fiction,bildungsromans,domestic fiction,historical fiction,,,,,0.0,0.0,0.0
242,9780062878342,genre_0,,2019/08,"Andrews, Ilona",Sapphire Flames: A Hidden Legacy Novel,2019-08-27 00:00:00,avon,0.0,0.0,0.0,,SF/Fantasy,,"Lynne Welch, Herrick Memorial Library, Wellington, OH",,,,,,,,,,0.0,0.0,0.0
243,9781250047328,genre_0,,2019/08,"Center, Katherine",Things You Save in a Fire: A Novel,2019-08-13 00:00:00,st. martin's press,0.0,0.0,0.0,,Romance,,"Alissa Williams, Morton Public Library, Morton, IL",https://lccn.loc.gov/2018057650,,,,,,,,,0.0,0.0,0.0
244,9781524796747,genre_0,suspense_fiction,2019/08,"Delaney, JP",The Perfect Wife: A Novel,2019-08-06 00:00:00,ballantine books,0.0,1.0,0.0,,Suspense/Thriller,,"Joan Meis Wilson, Needles Public Library, Needles, CA",https://lccn.loc.gov/2019007619,suspense fiction,,,,,,,,0.0,0.0,0.0
245,9781984823793,genre_0,suspense_fiction,2019/08,"Hart, Rob",The Warehouse,2019-08-20 00:00:00,crown,0.0,0.0,0.0,,SF/Fantasy,,"Dan Brooks, Wake County Public Library, Raleigh, NC",https://lccn.loc.gov/2019286771,suspense fiction,fiction,thrillers (fiction),dystopias,science fiction,,,,0.0,0.0,0.0
246,9780451489425,genre_0,,2019/08,"Higgins, Kristan",Life and Other Inconveniences,2019-08-06 00:00:00,berkley,0.0,0.0,0.0,,Literary Fiction,,"Amanda Kowalcze, Green Hills Public Library District, Palos Hills, IL",https://lccn.loc.gov/2018028835,,,,,,,,,0.0,0.0,0.0
247,9781984818232,genre_0,mystery_fiction,2019/08,"Lutz, Lisa",The Swallows: A Novel,2019-08-13 00:00:00,ballantine books,0.0,0.0,0.0,,Mystery,,"Kathryn Neal, Skiatook Library, Skiatook, OK",https://lccn.loc.gov/2019011519,mystery fiction,,,,,,,,0.0,0.0,0.0
248,9781250317995,genre_0,,2019/08,"North, Alex",The Whisper Man: A Novel,2019-08-20 00:00:00,celadon books,0.0,0.0,1.0,,Suspense/Thriller,,"Jennifer Winberry, Hunterdon County Library, Flemington, NJ",,,,,,,,,,0.0,0.0,0.0
249,9780812992861,genre_0,ghost_stories,2019/08,"Obreht, Tea",Inland: A Novel,2019-08-13 00:00:00,random house,0.0,0.0,0.0,,Literary Fiction,,"Katherine Phenix, Rangeview Library District, Adams County, CO",https://lccn.loc.gov/2018050729,ghost stories,western stories,,,,,,,0.0,0.0,0.0
250,9781984803788,genre_0,love_stories,2019/08,"Prior, Hazel",Ellie and the Harpmaker,2019-08-06 00:00:00,berkley,0.0,0.0,1.0,,Literary Fiction,,"Kathleen Harriott, Punta Gorda Public Library, Punta Gorda, FL",https://lccn.loc.gov/2018041996,love stories,,,,,,,,0.0,0.0,0.0
251,9780062878090,genre_0,romance_fiction,2019/08,"Rai, Alisha",The Right Swipe,2019-08-26 00:00:00,avon,0.0,0.0,0.0,,Romance,,"Jessica Werner, The Seattle Public Library, Seattle, WA",https://lccn.loc.gov/2019457518,romance fiction,chick lit,love stories,,,,,,0.0,0.0,0.0
252,9780062858085,genre_0,suspense_fiction,2019/08,"Slaughter, Karin",The Last Widow: A Novel,2019-08-20 00:00:00,william morrow,0.0,0.0,0.0,,Suspense/Thriller,,"Susanne Guide, Union County Public Library, Liberty, IN",https://lccn.loc.gov/2019299573,suspense fiction,fiction,detective and mystery fiction,thrillers (fiction),detective and mystery fiction,,,,0.0,0.0,0.0
253,9781501188770,genre_0,psychological_fiction,2019/08,"Ware, Ruth",The Turn of the Key,2019-08-06 00:00:00,gallery/scout press,0.0,1.0,0.0,,Mystery,,"Cyndi Larsen, Avon Free Public Library, Avon, CT",https://lccn.loc.gov/2019021733,psychological fiction,suspense fiction,domestic fiction,mystery fiction,,,,,0.0,0.0,0.0
254,9780440000860,genre_0,suspense_fiction,2019/07,"Bell, David",Layover,2019-07-02 00:00:00,berkley,0.0,0.0,0.0,,Suspense/Thriller,,"Michelle Magnotta, Mamaroneck Public Library, Mamaroneck, NY",https://lccn.loc.gov/2018053560,suspense fiction,,,,,,,,0.0,0.0,0.0
