,isbn,variable,value,lr_my,author,title,pub_date,publisher,lr_top,lr_hof,debut,lr_yfav,genre,annotation,nom_lib_lr,permalink,genre_0,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,hof_pd,hof_compare1,hof_compare2
759,9780316284943,genre_0,fiction,2015/03,"Hannaham, James",Delicious Foods,2015-03-17 00:00:00,"little, brown and company",0.0,0.0,0.0,,Literary Fiction,"“How can you not be immediately intrigued by a novel that opens with a teenage boy driving from Louisiana to Minnesota after both his hands have just been cut off at the wrist? When you read this novel, you’re dropped right into a world–darkly funny and audaciously bold.”","Meghan Hall, Timberland Regional Library, Lacey, WA",https://lccn.loc.gov/2014955137,fiction,,,,,,,,0.0,0.0,0.0
760,9780399172779,genre_0,bildungsromans,2015/03,"Joy, David",Where All Light Tends to Go,2015-03-03 00:00:00,g.p. putnam's sons,0.0,0.0,1.0,,Literary Fiction,"“This beautifully written novel juxtaposes the glory of the Appalachians against the despair of everyday life. Jacob McNeely recognizes his family’s brutality, but Maggie, the love of his life, gives him hope. Achingly told, the visceral prose will stay with readers long past the conclusion. Fans of the Southern fiction of Ron Rash and Wiley Cash will fall in love with this new voice.”","Jennifer Winberry, Hunterdon County Library, Flemington, NJ",https://lccn.loc.gov/2014023349,bildungsromans,,,,,,,,0.0,0.0,0.0
761,9780812996678,genre_0,,2015/03,"Joyce, Rachel","Love Song of Miss Queenie Hennessy, The",2015-03-03 00:00:00,random house,1.0,0.0,0.0,,Historical Fiction,,"Andrienne Cruz, Azusa City Library, Azusa, CA",https://lccn.loc.gov/2014024364,,,,,,,,,0.0,0.0,0.0
762,9780307408860,genre_0,,2015/03,"Larson, Erik",Dead Wake,2015-03-10 00:00:00,crown,0.0,0.0,0.0,2015,Non-Fiction,,"Robert Schnell, Queens Library, Jamaica, NY",https://lccn.loc.gov/2014034182,,,,,,,,,0.0,0.0,0.0
763,9780062224101,genre_0,,2015/03,"Oliver, Lauren",Vanishing Girls,2015-03-10 00:00:00,harpercollins,0.0,0.0,0.0,,Suspense/Thriller,"“Reminiscent of E. Lockhart’s We Were Liars, this book begs for a re-read after you finish it. Nick, the main character, is recovering from a devastating trauma. Her family life is turned upside down, and a longtime childhood friendship is strained due to her sister’s exploits. I recommend this book to anyone who loves to read multi-layered stories.”","Sybil Thompson, Cuyahoga County Public Library, Cleveland, OH",https://lccn.loc.gov/2014028437,,,,,,,,,0.0,0.0,0.0
764,9781476778068,genre_0,gothic_fiction,2015/03,"Rose, M. J.","Witch of Painted Sorrows, The",2015-03-17 00:00:00,atria books,0.0,0.0,0.0,,Historical Fiction,,"Marianne Colton, Lockport Public Library, Lockport, NY",https://lccn.loc.gov/2014024908,gothic fiction,historical fiction,occult fiction,,,,,,0.0,0.0,0.0
765,9781612194424,genre_0,,2015/03,"Truss, Lynne",Cat Out of Hell,2015-03-03 00:00:00,melville house,0.0,0.0,0.0,,Literary Fiction,"“Cats don’t live nine lives. They survive eight deaths. There’s something special about Roger, the cat, and it’s not that he can talk. Truss spins readers through a hauntingly, portentous tale. When my cat’s tail thrums, I’ll forever wonder what devilment will follow.","Ann Williams, Tippecanoe County Public Library, Lafayette, IN",https://lccn.loc.gov/2014029141,,,,,,,,,0.0,0.0,0.0
766,9780804178426,genre_0,fantasy_fiction,2015/02,"Abercrombie, Joe",Half the World,2015-02-17 00:00:00,del rey,0.0,0.0,0.0,,SF/Fantasy,,"Cynthia Hunt, Amarillo Public Library, Amarillo, TX",https://lccn.loc.gov/2014038766,fantasy fiction,,,,,,,,0.0,0.0,0.0
767,9780385539043,genre_0,love_stories,2015/02,"Alcott, Kate","Touch of Stardust, A",2015-02-17 00:00:00,doubleday,0.0,0.0,0.0,,Historical Fiction,,"Lois Gross, Hoboken Public Library, Hoboken, NJ",https://lccn.loc.gov/2014020972,love stories,historical fiction,biographical fiction,,,,,,0.0,0.0,0.0
768,9781250056450,genre_0,mystery_fiction,2015/02,"Flanders, Judith","Murder of Magpies, A",2015-02-24 00:00:00,minotaur books,0.0,0.0,1.0,,Mystery,"“Loved this mystery! The acerbic narrator is 40-year-old British book publishing editor Samantha, whose best author goes missing after writing a tell-all book about a famous French fashion designer who died under suspicious circumstances. Very funny, and great secondary characters as well.”","Ann-Marie Anderson, Tigard Public Library, Tigard, OR",https://lccn.loc.gov/2014034042,mystery fiction,humorous fiction,,,,,,,0.0,0.0,0.0
769,9780062282569,genre_0,historical_fiction,2015/02,"Franklin, Ariana and Samantha Norman","Siege Winter, The",2015-02-24 00:00:00,william morrow,0.0,0.0,0.0,,Historical Fiction,,"Elizabeth Carroll, Madison Public Library, Madison, WI",https://lccn.loc.gov/2015472648,historical fiction,,,,,,,,0.0,0.0,0.0
770,9780345531797,genre_0,mystery_fiction,2015/02,"King, Laurie R.",Dreaming Spies,2015-02-17 00:00:00,bantam,0.0,0.0,0.0,,Mystery,,"Paulette Brooks, Elm Grove Public Library, Elm Grove, WI",https://lccn.loc.gov/2014020445,mystery fiction,,,,,,,,0.0,0.0,0.0
771,9780062072948,genre_0,historical_fiction,2015/02,"Quinn, Julia","Secrets of Sir Richard Kenworthy, The",2015-01-27 00:00:00,avon,0.0,0.0,0.0,,Romance,,"Sharon Redfern, Rockville Public Library, Vernon, CT",https://lccn.loc.gov/2016658901,historical fiction,love stories,,,,,,,0.0,0.0,0.0
772,9780062339485,genre_0,psychological_fiction,2015/02,"Reardon, Bryan",Finding Jake,2015-02-24 00:00:00,william morrow,0.0,0.0,1.0,,Literary Fiction,"“Stay-at-home dad Simon Connelly receives the call every parent dreads: there’s been a shooting at his children’s school. Through flashbacks and present-day narratives, he mines his memory for clues to what may have happened. This is a refreshing take on the well trodden “bad kid” novels, and an excellent thriller to recommend to all who liked Defending Jacob or We Need to Talk About Kevin.”","Alissa Williams, Pekin Public Library, Pekin, IL",https://lccn.loc.gov/2014044802,psychological fiction,suspense fiction,,,,,,,0.0,0.0,0.0
773,9780765376459,genre_0,science_fiction,2015/02,"Schwab, V. E. ","Darker Shade of Magic, A",2015-02-24 00:00:00,tor books,0.0,0.0,0.0,,SF/Fantasy,,"Beth Mills, New Rochelle Public Library, New Rochelle, NY",https://lccn.loc.gov/2015004143,science fiction,fantasy fiction,,,,,,,0.0,0.0,0.0
774,9781101874271,genre_0,domestic_fiction,2015/02,"Tyler, Anne","Spool of Blue Thread, A",2015-02-10 00:00:00,knopf,1.0,0.0,0.0,2015,Literary Fiction,,"Catherine Coyne, Mansfield Public Library, Mansfield, MA",https://lccn.loc.gov/2014045502,domestic fiction,,,,,,,,0.0,0.0,0.0
775,9780399169526,genre_0,domestic_fiction,2015/02,"Walsh, M. O.",My Sunshine Away,2015-02-10 00:00:00,g.p. putnam's sons,0.0,0.0,1.0,,Mystery,"“A crime against a 15-year-old girl is examined through the eyes of one of her friends–a friend who admits to being a possible suspect in the crime. This is a wonderful debut novel full of suspense, angst, loyalty, deceit, and most of all, love.”","Alison Nadvornik, Worthington Libraries, Columbus, OH",https://lccn.loc.gov/2014003818,domestic fiction,,,,,,,,0.0,0.0,0.0
776,9781250019837,genre_0,domestic_fiction,2015/01,"Allen, Sarah Addison",First Frost,2015-01-20 00:00:00,st. martin's press,0.0,0.0,0.0,,Literary Fiction,,"Lauren Mitchell, Pima County Libraries, Tucson, AZ",https://lccn.loc.gov/2014032166,domestic fiction,,,,,,,,0.0,0.0,0.0
777,9780345539939,genre_0,mystery_fiction,2015/01,"Bradley, Alan",As Chimney Sweepers Come to Dust,2015-01-06 00:00:00,delacorte press,1.0,0.0,0.0,,Mystery,,"Lizzie Gall, Grand Rapids Public Library, Grand Rapids, MI",https://lccn.loc.gov/2014029962,mystery fiction,,,,,,,,0.0,0.0,0.0
778,9780345539816,genre_0,science_fiction,2015/01,"Brown, Pierce",Golden Son,2015-01-06 00:00:00,del rey,0.0,0.0,0.0,,SF/Fantasy,,"Nita Gill, Brookings Public Library, Brookings, SD",https://lccn.loc.gov/2014031015,science fiction,dystopias,,,,,,,0.0,0.0,0.0
779,9781616954765,genre_0,mystery_fiction,2015/01,"Harrison, Mette Ivie","Bishop's Wife, The",2014-12-30 00:00:00,soho crime,0.0,0.0,0.0,,Mystery,,"Amanda Monson, Bartow County Library System, Cartersville, GA",https://lccn.loc.gov/2014019275,mystery fiction,,,,,,,,0.0,0.0,0.0
780,9781594633669,genre_0,psychological_fiction,2015/01,"Hawkins, Paula","Girl on the Train, The",2015-01-13 00:00:00,riverhead books,0.0,0.0,1.0,2015,Suspense/Thriller,"“Rachel is a washed-up thirty-something who creates a fantasy about the seemingly perfect couple she sees during her daily train ride into London. When the woman goes missing, Rachel manages to insert herself into the investigation of the woman’s disappearance. In the vein of Gone Girl, this dark psychological thriller is fast-paced and features some very unreliable narrators.”","Andrea Larson, Cook Memorial Public Library, Libertyville, IL",https://lccn.loc.gov/2014027001,psychological fiction,suspense fiction,,,,,,,0.0,0.0,0.0
781,9781402298684,genre_0,,2015/01,"Macallister, Greer","Magician's Lie, The",2015-01-13 00:00:00,sourcebooks landmark,0.0,0.0,1.0,,Historical Fiction,"“Arden is a famous illusionist whose show involves sawing a man in half, but one night, she grabs an axe instead of a knife and her husband is found dead under the stage. Can Arden, an expert at deception, get away with murder–or is she really innocent? Recommended to anyone who likes historical fiction, strong women characters, and surprisingly twisty plots.”","Paula Jones, Brockton Public Library, Brockton, MA",https://lccn.loc.gov/2014036974,,,,,,,,,0.0,0.0,0.0
782,9780804176378,genre_0,historical_fiction,2015/01,"Parmar, Priya",Vanessa and Her Sister,2014-12-30 00:00:00,ballantine books,0.0,0.0,0.0,,Historical Fiction,"“Told uniquely as part diary, part epistolary novel, Parmar focuses on the relationship of Vanessa (later Bell) and Virginia (later Woolf) Stephens, one filled with unspoken jealousy and a fierceness of love that will ultimately destroy their kinship. This well-researched novel with gorgeous prose brings the characters to life with a unique perspective.”","Jennifer Winberry, Hunterdon County Library, Flemington, NJ",https://lccn.loc.gov/2014030434,historical fiction,biographical fiction,,,,,,,0.0,0.0,0.0
783,9780804178983,genre_0,,2015/01,"Praag, Menna van ","Dress Shop of Dreams, The",2014-12-30 00:00:00,ballantine books,0.0,0.0,0.0,,Literary Fiction,,"Andrienne Cruz, Azusa City Library, Azusa, CA",https://lccn.loc.gov/2014024135,,,,,,,,,0.0,0.0,0.0
784,9781476767314,genre_0,love_stories,2015/01,"Simsion, Graeme","Rosie Effect, The",2014-12-30 00:00:00,simon & schuster,0.0,0.0,0.0,2015,Literary Fiction,,"Catherine Coyne, Mansfield Public Library, Mansfield, MA",https://lccn.loc.gov/2014034569,love stories,,,,,,,,0.0,0.0,0.0
785,9781402294518,genre_0,,2015/01,"Walker, Julie Ann",Full Throttle,2014-12-02 00:00:00,sourcebooks casablanca,0.0,0.0,0.0,,Romance,,"Vanessa Gempis, Dallas Public Library, Hampton-Illinois Library, Dallas, TX",,,,,,,,,,0.0,0.0,0.0
786,9781616954239,genre_0,regency_fiction,2014/11,"Barron, Stephanie",Jane and the Twelve Days of Christmas,2014-10-28 00:00:00,soho crime,0.0,0.0,0.0,,Mystery,,"Kim Storbeck, Timberland Regional Library, Tumwater, WA",https://lccn.loc.gov/2014013493,regency fiction,christmas stories,mystery fiction,,,,,,0.0,0.0,0.0
787,9780316225939,genre_0,suspense_fiction,2014/11,"Connelly, Michael","Burning Room, The",2014-11-03 00:00:00,"little, brown and company",0.0,0.0,0.0,,Mystery,,"Elizabeth Eastin, Rogers Memorial Library, Southampton, NY",https://lccn.loc.gov/2014940681,suspense fiction,mystery fiction,,,,,,,0.0,0.0,0.0
788,9780062127181,genre_0,,2014/11,"Johnson, Marilyn",Lives in Ruins,2014-11-11 00:00:00,harper,0.0,0.0,0.0,,Non-Fiction,,"Jenna Persick, Chester County Library, Exton, PA",https://lccn.loc.gov/2014028450,,,,,,,,,0.0,0.0,0.0
789,9781605986586,genre_0,,2014/11,"Klinger, Leslie S. and Laurie R. King",In the Company of Sherlock Holmes,2014-11-24 00:00:00,pegasus books,0.0,0.0,0.0,,Short stories,,"Paulette Brooks, Elm Grove Public Library, Elm Grove, WI",,,,,,,,,,0.0,0.0,0.0
790,9780547628400,genre_0,,2014/11,"LaFevers, Robin",Mortal Heart,2014-11-04 00:00:00,houghton mifflin harcourt,0.0,0.0,0.0,,SF/Fantasy,,"Hannah Berry, Aurora Public Library, Aurora, IL",https://lccn.loc.gov/2014001877,,,,,,,,,0.0,0.0,0.0
791,9780062068514,genre_0,historical_fiction,2014/11,"MacLean, Sarah",Never Judge a Lady By Her Cover,2014-11-25 00:00:00,avon,0.0,0.0,0.0,,Romance,,"Emily Peros, Denver Public Library, Denver, CO",https://lccn.loc.gov/2015376556,historical fiction,fiction,love stories,,,,,,0.0,0.0,0.0
792,9780393245622,genre_0,satire,2014/11,"Millet, Lydia",Mermaids in Paradise,2014-11-03 00:00:00,w.w. norton & company,0.0,0.0,0.0,,Literary Fiction,,"Amanda Monson, Bartow County Library System, Cartersville, GA",https://lccn.loc.gov/2014029797,satire,black humor (literature),,,,,,,0.0,0.0,0.0
793,9780802123213,genre_0,fiction,2014/11,"Morrow, Bradford","Forgers, The",2014-11-04 00:00:00,mysterious press,0.0,0.0,0.0,,Mystery,,"Nancy Russell, Columbus Metropolitan Library, Columbus, OH",https://lccn.loc.gov/2015299448,fiction,,,,,,,,0.0,0.0,0.0
794,9780143126478,genre_0,historical_fiction,2014/11,"Moyes, Jojo","Ship of Brides, The",2014-10-28 00:00:00,penguin books,0.0,0.0,0.0,,Romance,,"Ilene Lefkowitz, Denville Public Library, Denville, NJ",https://lccn.loc.gov/2014007440,historical fiction,war stories,love stories,,,,,,0.0,0.0,0.0
795,9780062365583,genre_0,psychological_fiction,2014/11,"Nicholls, David",Us,2014-10-28 00:00:00,harper,1.0,0.0,0.0,,Literary Fiction,,"Kimberly McGee, Lake Travis Community Library, Austin, TX",https://lccn.loc.gov/2014015360,psychological fiction,domestic fiction,,,,,,,0.0,0.0,0.0
796,9780062225061,genre_0,,2014/10,"Cumming, Alan",Not My Father's Son,2014-10-07 00:00:00,dey street books,0.0,0.0,0.0,,Memoir,,"Tracy Babiasz, Alachua County Library District, Newberry, FL",https://lccn.loc.gov/2014011087,,,,,,,,,0.0,0.0,0.0
797,9781250057150,genre_0,psychological_fiction,2014/10,"Donohue, Keith","Boy Who Drew Monsters, The",2014-10-07 00:00:00,picador,0.0,0.0,0.0,,Literary Fiction,"“Emotionally scarred by a near-drowning experience, young Jack Keenan spends all his time indoors, fanatically preoccupied with drawing strange things. While Jack’s parents chalk his drawings up to the imagination, Nick, Jack’s only friend, notices mysterious things happen whenever Jack picks up a pencil. This detailed coming-of-age tale with a twist offers unique insights into boyhood friendships and the complexities of adult relationships.”","Courtney Block, Charlestown Clark County Public Library, Charlestown, IN",https://lccn.loc.gov/2014018914,psychological fiction,ghost stories,,,,,,,0.0,0.0,0.0
798,9781476764023,genre_0,,2014/10,"Elwes, Cary with Joe Layden",As You Wish,2014-10-14 00:00:00,touchstone,0.0,0.0,0.0,,Memoir,,"Emily Weiss, Bedford Public Library, Bedford, NH",https://lccn.loc.gov/2014014652,,,,,,,,,0.0,0.0,0.0
799,9781616149987,genre_0,,2014/10,"Eskens, Allen","Life We Bury, The",2014-10-14 00:00:00,seventh street books,0.0,0.0,1.0,,Literary Fiction,"“In this well-crafted debut novel, Joe Talbert has finally left home, but not without guilt over leaving his autistic brother in the care of his unreliable mother. A college assignment gets the young man entangled in a cold case, racing to clear the name of a Vietnam veteran. Characters with layers of suppressed memories and emotions only add to the suspenseful plot. Looking forward to more from this Minnesotan author!”","Paulette Brooks, Elm Grove Public Library, Elm Grove, WI",https://lccn.loc.gov/2014016018,,,,,,,,,0.0,0.0,0.0
800,9781250035608,genre_0,suspense_fiction,2014/10,"Higashino, Keigo",Malice,2014-10-07 00:00:00,minotaur books,0.0,0.0,0.0,,Mystery,"“Detective Kaga is investigating the murder of best-selling author Kunihiko Hidaka. Hidaka’s wife and best friend both have rock-solid alibis, but Kaga discovers that the friendship might not have been what it seemed. A classic cat-and-mouse game with twists that keep the pages turning.","Vicki Nesting, St. Charles Parish Library, Destrehan, LA",https://lccn.loc.gov/2014019885,suspense fiction,,,,,,,,0.0,0.0,0.0
801,9780345544926,genre_0,suspense_fiction,2014/10,"Picoult, Jodi",Leaving Time,2014-10-14 00:00:00,ballantine books,0.0,0.0,0.0,,Literary Fiction,,"Kimberly McGee, Lake Travis Community Library, Austin, TX",https://lccn.loc.gov/2014023994,suspense fiction,mystery fiction,,,,,,,0.0,0.0,0.0
802,9781455553617,genre_0,psychological_fiction,2014/10,"Pittard, Hannah",Reunion,2014-10-07 00:00:00,grand central publishing,0.0,0.0,0.0,,Literary Fiction,,"Elizabeth Kanouse, Denville Public Library, Denville, NJ",https://lccn.loc.gov/2013047234,psychological fiction,,,,,,,,0.0,0.0,0.0
803,9780307700315,genre_0,historical_fiction,2014/10,"Smiley, Jane",Some Luck,2014-10-07 00:00:00,knopf,0.0,0.0,0.0,,Literary Fiction,,"Laurie Van Court, Douglas County Libraries, Parker, CO",https://lccn.loc.gov/2013041010,historical fiction,domestic fiction,,,,,,,0.0,0.0,0.0
804,9781439187036,genre_0,domestic_fiction,2014/10,"Stein, Garth","Sudden Light, A",2014-09-30 00:00:00,simon & schuster,1.0,0.0,0.0,,Literary Fiction,,"Whitney Gayle, James Blackstone Memorial Library, Branford, CT",https://lccn.loc.gov/2014006886,domestic fiction,ghost stories,,,,,,,0.0,0.0,0.0
805,9781250046369,genre_0,mystery_fiction,2014/10,"Weaver, Ashley",Murder at the Brightwell,2014-10-14 00:00:00,minotaur books,0.0,0.0,0.0,x,Mystery,"“Lovers of Agatha Christie and Jacqueline Winspear will enjoy this elegant murder mystery set on holiday at the English seaside What starts out as a lark, intended to make Amory Ames’s misbehaving-but-oh-so-delicious husband jealous, turns into a dangerous and deadly game of whodunit for Amory and her friends. Love, jealousy, and revenge are tangled together in this smart and sophisticated British mystery reminiscent of the genre’s golden age.”","Vanessa Walstra, Kent District Library, East Grand Rapids, MI",https://lccn.loc.gov/2014019890,mystery fiction,,,,,,,,0.0,0.0,0.0
806,9780393240238,genre_0,,2014/09,"Doughty, Caitlin",Smoke Gets in Your Eyes,2014-09-15 00:00:00,w.w. norton & company,1.0,0.0,0.0,,Non-Fiction,,"Patty Falconer, Hampstead Public Library, Hampstead, NH",https://lccn.loc.gov/2014017294,,,,,,,,,0.0,0.0,0.0
807,9780670026326,genre_0,mystery_fiction,2014/09,"French, Tana","Secret Place, The",2014-09-02 00:00:00,viking,0.0,0.0,0.0,,Mystery,,"Alison McCarty, Nassau County Public Library System, Callahan, FL",https://lccn.loc.gov/2014004500,mystery fiction,,,,,,,,0.0,0.0,0.0
808,9780385536998,genre_0,suspense_fiction,2014/09,"Giltrow, Helen","Distance, The",2014-09-09 00:00:00,doubleday,0.0,0.0,1.0,,Suspense/Thriller,"“Imagine a modern-day Robin Hood who deals not in money, but identity. Karla, the protagonist of The Distance, is a tech guru with a conscience, and the security of several nations dependent on her. This nuanced book kept me on the edge of my seat. I cannot wait until the next one comes out.”","Cathy Scheib, Indianapolis Public Library, Indianapolis, IN",https://lccn.loc.gov/2013033513,suspense fiction,,,,,,,,0.0,0.0,0.0
809,9780061957956,genre_0,fantasy_fiction,2014/09,"Harrison, Kim","Witch With No Name, The",2014-09-09 00:00:00,harper voyager,0.0,0.0,0.0,,SF/Fantasy,,"Ilene Lefkowitz, Denville Public Library, Denville, NJ",https://lccn.loc.gov/2014007793,fantasy fiction,occult fiction,,,,,,,0.0,0.0,0.0
810,9781594745263,genre_0,horror_fiction,2014/09,"Hendrix, Grady",Horrorstor,2014-09-23 00:00:00,quirk books,0.0,0.0,1.0,,Horror,,"Donna Matturri, Pickerington Public Library, Pickerington, OH",https://lccn.loc.gov/2013956140,horror fiction,,,,,,,,0.0,0.0,0.0
811,9781402258732,genre_0,,2014/09,"Kearsley, Susanna",Season of Storms,2014-09-02 00:00:00,sourcebooks landmark,0.0,0.0,0.0,,Literary Fiction,,"Marianne Colton, Lockport Public Library, Lockport, NY ",https://lccn.loc.gov/2014950518,,,,,,,,,0.0,0.0,0.0
812,9780385353304,genre_0,science_fiction,2014/09,"Mandel, Emily St. John ",Station Eleven,2014-09-09 00:00:00,knopf,0.0,0.0,0.0,2014,Literary Fiction,"“An actor playing King Lear dies onstage just before a cataclysmic event changes the future of everyone on Earth. What will be valued and what will be discarded? Will art have a place in a world that has lost so much? What will make life worth living? These are just some of the issues explored in this beautifully written dystopian novel. Recommended for fans of David Mitchell, John Scalzi and Kate Atkinson.”","Janet Lockhart, Wake County Public Libraries, Cary, NC ",https://lccn.loc.gov/2014003560,science fiction,adventure fiction,,,,,,,0.0,0.0,0.0
813,9780385539708,genre_0,legal_stories,2014/09,"McEwan, Ian","Children Act, The",2014-09-09 00:00:00,nan a. talese,0.0,0.0,0.0,,Literary Fiction,,"Jennifer Alexander, St. Louis County Library, St. Louis, MO",https://lccn.loc.gov/2014018448,legal stories,,,,,,,,0.0,0.0,0.0
814,9780062223197,genre_0,,2014/09,"Oliver, Lauren",Rooms,2014-09-23 00:00:00,ecco,0.0,0.0,0.0,,Literary Fiction,"“A family comes to terms with their estranged father’s death in Oliver’s first novel for adults. Told from the perspective of two ghosts living in the old house, this unique story weaves characters and explores their various past connections. Great book!”","Rachel Fewell, Denver Public Library, Denver, CO",,,,,,,,,,0.0,0.0,0.0
815,9781594633119,genre_0,historical_fiction,2014/09,"Waters, Sarah","Paying Guests, The",2014-09-16 00:00:00,riverhead books,0.0,0.0,0.0,,Literary Fiction,,"Elizabeth Angelastro, Manlius Library, Manlius, NY",https://lccn.loc.gov/2014016148,historical fiction,,,,,,,,0.0,0.0,0.0
816,9781400067244,genre_0,domestic_fiction,2014/08,"Bloom, Amy",Lucky Us,2014-07-29 00:00:00,random house,0.0,0.0,0.0,,Historical Fiction,"“Is a family the people you are born to, or the people who you find along the way? That’s what Bloom explores in this novel set in pre- and post-WWII Ohio, Los Angeles, New York and Germany. The story follows resourceful Eva, who was abandoned by her mother at an early age, and her sister Iris, an aspiring actress who tries to find love at a time when her kind of love must be secretive. Every character is beautifully drawn, warm, and believable.”","Kathryn Hassert, Henrietta Hankin Branch Library, Chester Springs, PA",https://lccn.loc.gov/2013017648,domestic fiction,,,,,,,,0.0,0.0,0.0
817,9780062306814,genre_0,historical_fiction,2014/08,"Burton, Jessie","Miniaturist, The",2014-08-26 00:00:00,ecco,1.0,0.0,1.0,,Historical Fiction,"“A dollhouse whose figures and furnishings foretell life events, mysterious notes, family secrets and the powerful guild and church of 1686 Amsterdam. All these elements combine for an engaging story of a young bride’s struggle to be the ‘architect of her own fortune.’”","Elizabeth Angelastro, Manlius Library, Manlius, NY",https://lccn.loc.gov/2014501567,historical fiction,,,,,,,,0.0,0.0,0.0
818,9781476749785,genre_0,suspense_fiction,2014/08,"Cain, Chelsea",One Kick,2014-08-19 00:00:00,simon & schuster,1.0,0.0,0.0,,Suspense/Thriller,,"Elizabeth Kanouse, Denville Public Library, Denville, NJ",https://lccn.loc.gov/2013044441,suspense fiction,mystery fiction,,,,,,,0.0,0.0,0.0
819,9780670015672,genre_0,fantasy_fiction,2014/08,"Grossman, Lev","Magician's Land, The",2014-08-05 00:00:00,viking,0.0,0.0,0.0,,SF/Fantasy,,"Kelly Currie, Delphi Public Library, Delphi, IN",https://lccn.loc.gov/2014010097,fantasy fiction,,,,,,,,0.0,0.0,0.0
820,9781402294457,genre_0,historical_fiction,2014/08,"MacAlister, Katie","Truth About Leo, The",2014-08-05 00:00:00,sourcebooks casablanca,0.0,0.0,0.0,,Romance,,"Jessica C. Williams, Westlake Porter Public Library, Westlake, OH",https://lccn.loc.gov/2015656879,historical fiction,love stories,,,,,,,0.0,0.0,0.0
821,9780399167065,genre_0,,2014/08,"Moriarty, Liane",Big Little Lies,2014-07-29 00:00:00,amy einhorn/putnam,0.0,0.0,0.0,,Mystery,,"Lora Bruggeman, Indian Prairie Public Library, Darien, IL",https://lccn.loc.gov/2015300007,,,,,,,,,0.0,0.0,0.0
822,9780062106070,genre_0,domestic_fiction,2014/08,"Phillips, Susan Elizabeth",Heroes are my Weakness,2014-08-26 00:00:00,william morrow,0.0,0.0,0.0,,Romance,,"Donna Matturri, Pickerington Public Library, Pickerington, OH",https://lccn.loc.gov/2014007547,domestic fiction,love stories,,,,,,,0.0,0.0,0.0
823,9780765375865,genre_0,science_fiction,2014/08,"Scalzi, John",Lock In,2014-08-26 00:00:00,tor books,0.0,0.0,0.0,,SF/Fantasy,,"Jane Jorgenson, Madison Public Library, Madison, WI",https://lccn.loc.gov/2014015247,science fiction,horror fiction,,,,,,,0.0,0.0,0.0
824,9780062237194,genre_0,historical_fiction,2014/08,"Todd, Charles","Unwilling Accomplice, An",2014-08-12 00:00:00,william morrow,0.0,0.0,0.0,,Mystery,,"Monicah Fratena, La Porte County Public Library, La Porte, IN",https://lccn.loc.gov/2014947914,historical fiction,mystery fiction,,,,,,,0.0,0.0,0.0
825,9780062259301,genre_0,psychological_fiction,2014/08,"Umrigar, Thrity","Story Hour, The",2014-08-19 00:00:00,harper,0.0,0.0,0.0,,Literary Fiction,,"Ellen Firer, Merrick Library, Merrick, NY",https://lccn.loc.gov/2013046391,psychological fiction,,,,,,,,0.0,0.0,0.0
826,9780385534833,genre_0,,2014/07,"Bohjalian, Chris","Close Your Eyes, Hold Hands",2014-07-08 00:00:00,doubleday,0.0,0.0,0.0,,Literary Fiction,,"Kim Storbeck, Timberland Regional Library, Tumwater, WA",https://lccn.loc.gov/2013034613,,,,,,,,,0.0,0.0,0.0
827,9780393243024,genre_0,suspense_fiction,2014/07,"Bouman, Tom",Dry Bones in the Valley,2014-07-07 00:00:00,w.w. norton & company,0.0,0.0,1.0,,Mystery,,"Jennifer Winberry, Hunterdon County Library, Flemington, NJ",https://lccn.loc.gov/2014002224,suspense fiction,mystery fiction,,,,,,,0.0,0.0,0.0
828,9780062290366,genre_0,fiction,2014/07,"Johansen, Erika","Queen of the Tearling, The",2014-07-08 00:00:00,harper,0.0,0.0,1.0,,SF/Fantasy,"“The first of a trilogy, this book is so much more than just another fantasy. Yes, there is magic, a princess and a really bad queen, but there is also an apocalyptic twist that makes readers hungry for the next installment. This book caught me from the first page and kept me guessing till the last. A great read!”","Cindy Stevens, Pioneer Library System, Norman, OK",https://lccn.loc.gov/2017478841,fiction,young adult fiction,young adult fiction,juvenile works,fantasy fiction,,,,0.0,0.0,0.0
829,9780316250818,genre_0,,2014/07,"Lepucki, Edan",California,2014-07-08 00:00:00,"little, brown and company",0.0,0.0,1.0,,SF/Fantasy,"“Driven away from the violence of cities and a crumbling society, Cal and Frida live an isolated existence, struggling to survive on what they grow and forage. When an unplanned pregnancy pushes the couple to search for other people, they discover an unexpected community. This well-written debut is great for apocalyptic fiction fans and fans of realistic, character-driven fiction.","Sara Kennedy, Delaware County District Library, Delaware, OH",https://lccn.loc.gov/2014008789,,,,,,,,,0.0,0.0,0.0
830,9780670014736,genre_0,bildungsromans,2014/07,"McNeal, Laura Lane",Dollbaby,2014-07-03 00:00:00,pamela dorman books,0.0,0.0,1.0,,Historical Fiction,"“In this coming-of-age story set in the Civil Rights era, Ibby is dropped off at the home of her eccentric grandmother in New Orleans after the death of her beloved father. Filled with colorful characters, family secrets and lots of New Orleans tidbits, this book will appeal to fans of Saving Ceecee Honeycutt.”","Vicki Nesting, St. Charles Parish Library, Destrehan, LA",https://lccn.loc.gov/2013048523,bildungsromans,,,,,,,,0.0,0.0,0.0
