,permalink,isbn,genres
296,https://lccn.loc.gov/2017024957,9780062427052,['Suspense fiction.']
297,https://lccn.loc.gov/2019299466,9780525522898,"['Love stories.', 'Romance fiction.']"
298,https://lccn.loc.gov/2013014305,9780316243919,['Biographical fiction.']
299,https://lccn.loc.gov/2018009618,9781101966310,['Suspense fiction.']
300,https://lccn.loc.gov/2013018550,9780062083395,[]
301,https://lccn.loc.gov/2015046303,9780553391923,['Love stories.']
302,https://lccn.loc.gov/2014006886,9781439187036,"['Domestic fiction.', 'Ghost stories.']"
303,https://lccn.loc.gov/2018022719,9780735224636,['Mystery fiction.']
304,https://lccn.loc.gov/2018019774,9780385543897,[]
305,https://lccn.loc.gov/2016000031,9781250097910,"['Psychological fiction.', 'Suspense fiction.', 'Mystery fiction.']"
306,https://lccn.loc.gov/2018009611,9781101967386,"['Biographical fiction.', 'Historical fiction.']"
307,https://lccn.loc.gov/2019024644,9781984802217,['Love stories.']
308,https://lccn.loc.gov/2014950518,9781402258732,[]
309,https://lccn.loc.gov/2018035768,9781328577856,"['Mystery fiction.', 'Gothic fiction.']"
310,https://lccn.loc.gov/2015017106,9780804178778,"['Suspense fiction.', 'Mystery fiction.']"
311,https://lccn.loc.gov/2015014377,9781250034588,['Suspense fiction.']
312,https://lccn.loc.gov/2019044690,9781984806734,[]
313,https://lccn.loc.gov/2013016015,9781451645606,[]
314,https://lccn.loc.gov/2014036974,9781402298684,[]
315,https://lccn.loc.gov/2015024128,9781476799209,[]
316,https://lccn.loc.gov/2019037438,9781683691440,"['Horror fiction.', 'Suspense fiction.']"
317,https://lccn.loc.gov/2015037112,9780812998320,"['Mystery fiction.', 'Suspense fiction.']"
318,https://lccn.loc.gov/2019022563,9780593100356,[]
319,https://lccn.loc.gov/2016006430,9781616206178,[]
320,https://lccn.loc.gov/2019002953,9780062740380,['Mystery fiction']
321,https://lccn.loc.gov/2018044548,9780765399298,['Fantasy fiction.']
322,https://lccn.loc.gov/2016011031,9780393241686,['Mystery fiction.']
323,https://lccn.loc.gov/2016032312,9780062290427,['Fantasy fiction.']
