,isbn,variable,value
5738,9781984826787,genre_6,
5739,9780062678164,genre_6,
5740,9781728215723,genre_6,
5741,9780062868930,genre_6,
5742,9780399178955,genre_6,
5743,9780593100813,genre_6,
5744,9780062941237,genre_6,
5745,9781501165429,genre_6,
5746,9780525620785,genre_6,
5747,9781250151360,genre_6,
5748,9780062973054,genre_6,
5749,9781538716625,genre_6,
5750,9781524745172,genre_6,
5751,9781984803627,genre_6,
5752,9780062967282,genre_6,
5753,9780062839077,genre_6,
5754,9781984806239,genre_6,
5755,9781984806734,genre_6,
5756,9781250248732,genre_6,
5757,9780062367686,genre_6,
5758,9780399590917,genre_6,
5759,9781594634697,genre_6,
5760,9781501133510,genre_6,
5761,9781250229861,genre_6,
5762,9780593102527,genre_6,
5763,9780451491756,genre_6,
5764,9781683691433,genre_6,
5765,9781250154224,genre_6,
5766,9780593085424,genre_6,
5767,9781538715642,genre_6,
5768,9781250149442,genre_6,
5769,9780525429760,genre_6,
5770,9780062878137,genre_6,
5771,9780358164081,genre_6,
5772,9781984819888,genre_6,
5773,9781984806116,genre_6,
5774,9780385544801,genre_6,
5775,9781250237279,genre_6,
5776,9780593098660,genre_6,
5777,9781982145217,genre_6,
5778,9780062958501,genre_6,
5779,9780451490742,genre_6,
5780,9780062941503,genre_6,
5781,9781982137441,genre_6,
5782,9780593135235,genre_6,
5783,9780525521143,genre_6,
5784,9780062838209,genre_6,
5785,9780593100066,genre_6,
5786,9780062914804,genre_6,
5787,9781942658702,genre_6,
5788,9780778369110,genre_6,
5789,9780385348713,genre_6,
5790,9780451492074,genre_6,
5791,9781250236609,genre_6,
5792,9781984878618,genre_6,
5793,9781250207203,genre_6,
5794,9781250219596,genre_6,
5795,9780062909879,genre_6,
5796,9780440000174,genre_6,
5797,9781984820150,genre_6,
5798,9781525836268,genre_6,
5799,9780062872852,genre_6,
5800,9780062931092,genre_6,
5801,9781492666905,genre_6,
5802,9781250087331,genre_6,
5803,9780062938558,genre_6,
5804,9781250209764,genre_6,
5805,9781984805171,genre_6,
5806,9781982126766,genre_6,
5807,9780525540670,genre_6,
5808,9781984854780,genre_6,
5809,9781984806468,genre_6,
5810,9781525805981,genre_6,
5811,9780062913722,genre_6,
5812,9780778330776,genre_6,
5813,9781525809781,genre_6,
5814,9780593100349,genre_6,
5815,9780525541905,genre_6,
5816,9781524742904,genre_6,
5817,9780593099131,genre_6,
5818,9781643851631,genre_6,
5819,9780525542315,genre_6,
5820,9781984806093,genre_6,
5821,9781984855176,genre_6,
5822,9781984802682,genre_6,
5823,9780062964564,genre_6,
5824,9781250103482,genre_6,
5825,9780062941206,genre_6,
5826,9781501190100,genre_6,
5827,9781643851358,genre_6,
5828,9780385541213,genre_6,
5829,9780316485340,genre_6,
5830,9781534439863,genre_6,
5831,9780316449885,genre_6,
5832,9781250313072,genre_6,
5833,9780385539302,genre_6,
5834,9781538731338,genre_6,
5835,9781984805423,genre_6,
5836,9781616209131,genre_6,
5837,9781984802217,genre_6,
5838,9781984806376,genre_6,
5839,9780062200679,genre_6,
5840,9781982135706,genre_6,
5841,9781250265708,genre_6,
5842,9780399562488,genre_6,
5843,9780358023937,genre_6,
5844,9780812996548,genre_6,
5845,9780451492470,genre_6,
5846,9780062913463,genre_6,
5847,9780062890047,genre_6,
5848,9781250204448,genre_6,
5849,9780399590597,genre_6,
5850,9781984805386,genre_6,
5851,9780393652703,genre_6,
5852,9781984805683,genre_6,
5853,9781476749297,genre_6,
5854,9780062958464,genre_6,
5855,9780062963673,genre_6,
5856,9780525656159,genre_6,
5857,9780525535270,genre_6,
5858,9780062878342,genre_6,
5859,9781250047328,genre_6,
5860,9781524796747,genre_6,
5861,9781984823793,genre_6,
5862,9780451489425,genre_6,
5863,9781984818232,genre_6,
5864,9781250317995,genre_6,
5865,9780812992861,genre_6,
5866,9781984803788,genre_6,
5867,9780062878090,genre_6,
5868,9780062858085,genre_6,
5869,9781501188770,genre_6,
5870,9780440000860,genre_6,
5871,9781250142863,genre_6,
5872,9781524744588,genre_6,
5873,9781250219657,genre_6,
5874,9781984802194,genre_6,
5875,9781982135669,genre_6,
5876,9780062855312,genre_6,
5877,9780062390011,genre_6,
5878,9780062692078,genre_6,
5879,9780525620754,genre_6,
5880,9781525834257,genre_6,
5881,9781524745141,genre_6,
5882,9780399563058,genre_6,
5883,9780451491879,genre_6,
5884,9780399182105,genre_6,
5885,9780385537070,genre_6,
5886,9780062872838,genre_6,
5887,9781524759780,genre_6,
5888,9781250174611,genre_6,
5889,9781594634734,genre_6,
5890,9780525619246,genre_6,
5891,9781984802798,genre_6,
5892,9781984803252,genre_6,
5893,9781492689386,genre_6,
5894,9780778307747,genre_6,
5895,9781501133480,genre_6,
5896,9781250126108,genre_6,
5897,9780425281291,genre_6,
5898,9780062839053,genre_6,
5899,9780062862822,genre_6,
5900,9781328974648,genre_6,
5901,9780451490827,genre_6,
5902,9781501128035,genre_6,
5903,9781250195524,genre_6,
5904,9781250316776,genre_6,
5905,9781250295637,genre_6,
5906,9781984853752,genre_6,
5907,9781492671527,genre_6,
5908,9780525539889,genre_6,
5909,9780385543897,genre_6,
5910,9781250200358,genre_6,
5911,9781683319979,genre_6,
5912,9781250120922,genre_6,
5913,9781524796372,genre_6,
5914,9780374156022,genre_6,
5915,9780385541381,genre_6,
5916,9781400069996,genre_6,
5917,9781984822178,genre_6,
5918,9781635572582,genre_6,
5919,9780525511380,genre_6,
5920,9781501196010,genre_6,
5921,9780451491725,genre_6,
5922,9781328577856,genre_6,
5923,9780525521877,genre_6,
5924,9780399587047,genre_6,
5925,9780451492159,genre_6,
5926,9780778369356,genre_6,
5927,9780451490711,genre_6,
5928,9781524798628,genre_6,
5929,9780778369103,genre_6,
5930,9780802129031,genre_6,
5931,9781250137661,genre_6,
5932,9780062358202,genre_6,
5933,9781984802439,genre_6,
5934,9781250105684,genre_6,
5935,9781524799014,genre_6,
5936,9781626728080,genre_6,
5937,9780525622109,genre_6,
5938,9780544808256,genre_6,
5939,9781250301697,genre_6,
5940,9780062740373,genre_6,
5941,9781635570298,genre_6,
5942,9781250202444,genre_6,
5943,9781101885994,genre_6,
5944,9781101990513,genre_6,
5945,9781492666868,genre_6,
5946,9780345540027,genre_6,
5947,9781250133731,genre_6,
5948,9781501190070,genre_6,
5949,9781616206772,genre_6,
5950,9781524799717,genre_6,
5951,9781501197406,genre_6,
5952,9781328473011,genre_6,
5953,9780765399298,genre_6,
5954,9780440000457,genre_6,
5955,9780743298070,genre_6,
5956,9780812994162,genre_6,
5957,9780399586101,genre_6,
5958,9780525509509,genre_6,
5959,9781984823014,genre_6,
5960,9780385544238,genre_6,
5961,9780374123697,genre_6,
5962,9780399593512,genre_6,
5963,9781250067869,genre_6,
5964,9780525511748,genre_6,
5965,9780316491341,genre_6,
5966,9781328987822,genre_6,
5967,9781524747800,genre_6,
5968,9781250069825,genre_6,
5969,9781250066206,genre_6,
5970,9780316449717,genre_6,
5971,9780062663849,genre_6,
5972,9781250087300,genre_6,
5973,9780802128782,genre_6,
5974,9780735224629,genre_6,
5975,9780399587689,genre_6,
5976,9780062684561,genre_6,
5977,9781451649390,genre_6,
5978,9781476740188,genre_6,
5979,9781984828095,genre_6,
5980,9780525574682,genre_6,
5981,9781501194900,genre_6,
5982,9780316176637,genre_6,
5983,9781250193162,genre_6,
5984,9780778330783,genre_6,
5985,9781501165856,genre_6,
5986,9781250182265,genre_6,
5987,9780756414764,genre_6,
5988,9780451492678,genre_6,
5989,9781250295187,genre_6,
5990,9780812997415,genre_6,
5991,9781492657965,genre_6,
5992,9780425283523,genre_6,
5993,9780451489111,genre_6,
5994,9780440000785,genre_6,
5995,9781524742959,genre_6,
5996,9781250164193,genre_6,
5997,9780451489395,genre_6,
5998,9780399178788,genre_6,
5999,9781250191984,genre_6,
6000,9781492665274,genre_6,
6001,9781250295163,genre_6,
6002,9780316547185,genre_6,
6003,9780399584466,genre_6,
6004,9780385542722,genre_6,
6005,9781101966310,genre_6,
6006,9780425286166,genre_6,
6007,9781681777665,genre_6,regency fiction
6008,9780399180989,genre_6,
6009,9781501170065,genre_6,
6010,9781250170750,genre_6,
6011,9780525521228,genre_6,
6012,9781501160790,genre_6,
6013,9780399178924,genre_6,
6014,9781250154194,genre_6,
6015,9780451490803,genre_6,
6016,9780062676788,genre_6,
6017,9780525520375,genre_6,
6018,9781250151339,genre_6,
6019,9781250086082,genre_6,
6020,9780451490346,genre_6,
6021,9780451488411,genre_6,
6022,9780735214767,genre_6,
6023,9780374228194,genre_6,
6024,9780804178020,genre_6,
6025,9781501153198,genre_6,
6026,9781492656623,genre_6,
6027,9781101967386,genre_6,
6028,9780062696793,genre_6,detective and mystery fiction
6029,9780399585326,genre_6,
6030,9781501156212,genre_6,
6031,9780735218727,genre_6,
6032,9781683690139,genre_6,
6033,9781501154645,genre_6,
6034,9780399180163,genre_6,
6035,9781631494130,genre_6,
6036,9780316556347,genre_6,
6037,9780399592867,genre_6,
6038,9780062427052,genre_6,
6039,9780451495327,genre_6,
6040,9780399587924,genre_6,
6041,9781594488405,genre_6,
6042,9780385542418,genre_6,
6043,9780425281314,genre_6,
6044,9781250144843,genre_6,
6045,9781476717807,genre_6,
6046,9780062389923,genre_6,
6047,9780451490537,genre_6,
6048,9780062686664,genre_6,
6049,9780812996067,genre_6,
6050,9781250074256,genre_6,
6051,9780451476203,genre_6,
6052,9780399586934,genre_6,
6053,9780525522874,genre_6,
6054,9780062678966,genre_6,
6055,9780312577230,genre_6,
6056,9781250105639,genre_6,
6057,9780425284124,genre_6,
6058,9781616201340,genre_6,
6059,9780399592881,genre_6,
6060,9780399585968,genre_6,
6061,9780399590504,genre_6,
6062,9781101885963,genre_6,
6063,9781492646617,genre_6,
6064,9780735213180,genre_6,
6065,9780062678416,genre_6,
6066,9780399587665,genre_6,
6067,9781250130921,genre_6,
6068,9780393608533,genre_6,
6069,9780399585272,genre_6,
6070,9780765393586,genre_6,
6071,9780399562457,genre_6,
6072,9780399586064,genre_6,
6073,9781400069903,genre_6,
6074,9780062678102,genre_6,
6075,9780399593482,genre_6,
6076,9780062694058,genre_6,
6077,9781627792769,genre_6,
6078,9780062663726,genre_6,
6079,9781250124029,genre_6,
6080,9780316435314,genre_6,
6081,9780553448122,genre_6,
6082,9780062313119,genre_6,
6083,9781250087270,genre_6,
6084,9780062667571,genre_6,
6085,9780393249897,genre_6,
6086,9781476716732,genre_6,
6087,9781101946152,genre_6,
6088,9780062663115,genre_6,novellas
6089,9781501137471,genre_6,
6090,9780451488756,genre_6,
6091,9780062693983,genre_6,
6092,9780803741492,genre_6,
6093,9780062659057,genre_6,
6094,9780804176750,genre_6,
6095,9780735214316,genre_6,
6096,9780778328735,genre_6,
6097,9780062685346,genre_6,
6098,9780735224292,genre_6,
6099,9781501162893,genre_6,
6100,9780374203108,genre_6,
6101,9781250106490,genre_6,
6102,9781524741990,genre_6,
6103,9780735223493,genre_6,
6104,9780393254815,genre_6,
6105,9780393635027,genre_6,
6106,9781250066190,genre_6,
6107,9780399178481,genre_6,
6108,9781250141439,genre_6,
6109,9781492647454,genre_6,
6110,9780385541787,genre_6,
6111,9781616205041,genre_6,
6112,9780812989465,genre_6,
6113,9781250121288,genre_6,
6114,9780399174131,genre_6,
6115,9781476789323,genre_6,
6116,9780525954460,genre_6,
6117,9780062105714,genre_6,
6118,9780385343299,genre_6,
6119,9781101985366,genre_6,
6120,9781501156007,genre_6,
6121,9781616205225,genre_6,
6122,9781101990483,genre_6,
6123,9780425284025,genre_6,
6124,9780451495587,genre_6,
6125,9780062645227,genre_6,
6126,9780765392039,genre_6,
6127,9780735216525,genre_6,
6128,9780062654199,genre_6,
6129,9781501139239,genre_6,
6130,9781101987797,genre_6,
6131,9781501116841,genre_6,
6132,9780062289254,genre_6,
6133,9780062661098,genre_6,
6134,9780393609394,genre_6,
6135,9780062651259,genre_6,
6136,9780735220683,genre_6,
6137,9781616206888,genre_6,
6138,9780062129383,genre_6,
6139,9780778330165,genre_6,
6140,9781492649359,genre_6,
6141,9780307959577,genre_6,
6142,9781501160769,genre_6,
6143,9780062460226,genre_6,
6144,9780451493583,genre_6,
6145,9780385534246,genre_6,
6146,9780345527868,genre_6,
6147,9781681773643,genre_6,
6148,9781101886724,genre_6,
6149,9780385350907,genre_6,
6150,9780812989403,genre_6,
6151,9780399585012,genre_6,
6152,9780062469687,genre_6,
6153,9781492635826,genre_6,
6154,9781101875681,genre_6,
6155,9780399574634,genre_6,
6156,9781612195971,genre_6,
6157,9780553391961,genre_6,
6158,9781101985595,genre_6,
6159,9781501154829,genre_6,
6160,9780062563668,genre_6,
6161,9780812989885,genre_6,
6162,9780062271631,genre_6,
6163,9780393609097,genre_6,
6164,9780399162107,genre_6,
6165,9780399563089,genre_6,
6166,9780425284155,genre_6,
6167,9780812998269,genre_6,
6168,9780062356260,genre_6,
6169,9781101988299,genre_6,
6170,9781101985137,genre_6,
6171,9781101906750,genre_6,
6172,9781101885932,genre_6,
6173,9781101905609,genre_6,
6174,9780425285046,genre_6,
6175,9781250105608,genre_6,
6176,9780812997279,genre_6,
6177,9781250111173,genre_6,
6178,9781616205812,genre_6,
6179,9780385353540,genre_6,
6180,9780062427021,genre_6,
6181,9780062451941,genre_6,
6182,9781400069880,genre_6,
6183,9780385541527,genre_6,
6184,9780062225559,genre_6,
6185,9780804178808,genre_6,
6186,9780374534974,genre_6,
6187,9781476799209,genre_6,
6188,9780062290427,genre_6,
6189,9780399174490,genre_6,
6190,9780062656285,genre_6,
6191,9781594203985,genre_6,
6192,9781492637257,genre_6,
6193,9780399184512,genre_6,
6194,9781250057181,genre_6,
6195,9780670026333,genre_6,
6196,9780544527959,genre_6,
6197,9781250090034,genre_6,
6198,9780062409201,genre_6,
6199,9780345544957,genre_6,
6200,9780316403436,genre_6,
6201,9780345540676,genre_6,
6202,9781250103420,genre_6,
6203,9780345539960,genre_6,
6204,9781101988664,genre_6,
6205,9780062467256,genre_6,
6206,9781616206178,genre_6,
6207,9780451495976,genre_6,
6208,9781501133862,genre_6,
6209,9780062491794,genre_6,
6210,9780393293012,genre_6,
6211,9781632864499,genre_6,
6212,9781250078551,genre_6,
6213,9781101984994,genre_6,
6214,9780393241655,genre_6,
6215,9780735221086,genre_6,
6216,9780812996395,genre_6,
6217,9781101981207,genre_6,
6218,9781250121004,genre_6,
6219,9781250022134,genre_6,
6220,9780062405616,genre_6,
6221,9781101991633,genre_6,
6222,9781250061577,genre_6,
6223,9781101875612,genre_6,
6224,9781101904220,genre_6,
6225,9780399165214,genre_6,
6226,9780393241686,genre_6,
6227,9781250069795,genre_6,
6228,9781101965085,genre_6,
6229,9780385541404,genre_6,
6230,9781250097910,genre_6,
6231,9781501132933,genre_6,
6232,9780143108573,genre_6,
6233,9781101988640,genre_6,
6234,9781250063700,genre_6,
6235,9781101947135,genre_6,
6236,9780385540599,genre_6,
6237,9780316228046,genre_6,
6238,9780393245448,genre_6,
6239,9781501126222,genre_6,
6240,9780812998320,genre_6,
6241,9780804141260,genre_6,
6242,9781250092144,genre_6,
6243,9781501142536,genre_6,
6244,9781501124372,genre_6,
6245,9781101875940,genre_6,
6246,9780312380366,genre_6,
6247,9780062200631,genre_6,
6248,9780062083456,genre_6,
6249,9781101987490,genre_6,
6250,9780393285543,genre_6,
6251,9780385540162,genre_6,
6252,9781476777405,genre_6,
6253,9781101883075,genre_6,
6254,9780804177900,genre_6,
6255,9780373789764,genre_6,
6256,9781605989747,genre_6,
6257,9780765385505,genre_6,
6258,9781501121043,genre_6,
6259,9780399174469,genre_6,
6260,9780399175169,genre_6,
6261,9781400068326,genre_6,
6262,9780451474476,genre_6,
6263,9781101875599,genre_6,
6264,9780525955092,genre_6,
6265,9780399169496,genre_6,
6266,9781501124211,genre_6,
6267,9781451686630,genre_6,
6268,9780062388148,genre_6,
6269,9780812993103,genre_6,
6270,9781616205027,genre_6,
6271,9780062414212,genre_6,
6272,9780143128489,genre_6,
6273,9780399174124,genre_6,
6274,9780373789177,genre_6,
6275,9780525954576,genre_6,
6276,9781612195001,genre_6,
6277,9780062105684,genre_6,
6278,9780062413710,genre_6,
6279,9780385540025,genre_6,
6280,9780553391923,genre_6,
6281,9780399160301,genre_6,
6282,9780345528698,genre_6,
6283,9781492623441,genre_6,
6284,9780385539289,genre_6,
6285,9781250074539,genre_6,
6286,9780385541039,genre_6,
6287,9781250051905,genre_6,
6288,9780345545961,genre_6,
6289,9780062413864,genre_6,
6290,9780316342513,genre_6,
6291,9781400067695,genre_6,
6292,9781501116971,genre_6,
6293,9781940456362,genre_6,
6294,9780374290252,genre_6,
6295,9780385539463,genre_6,
6296,9780425260746,genre_6,
6297,9781501107832,genre_6,
6298,9781455525928,genre_6,
6299,9781101874141,genre_6,
6300,9781616203573,genre_6,
6301,9780399171314,genre_6,
6302,9780385540353,genre_6,
6303,9780670025770,genre_6,
6304,9780062351425,genre_6,
6305,9780525954330,genre_6,
6306,9780385353779,genre_6,
6307,9780393248678,genre_6,
6308,9780812998689,genre_6,
6309,9781616204136,genre_6,
6310,9780525426592,genre_6,
6311,9781250069177,genre_6,
6312,9781492617891,genre_6,
6313,9780804178778,genre_6,
6314,9781476798172,genre_6,
6315,9780062390547,genre_6,
6316,9781616202613,genre_6,
6317,9781594634475,genre_6,
6318,9780393239294,genre_6,
6319,9781250077004,genre_6,
6320,9780544409910,genre_6,
6321,9780399174001,genre_6,
6322,9781250049582,genre_6,
6323,9781250077172,genre_6,
6324,9781605988443,genre_6,
6325,9781501105432,genre_6,
6326,9781616204204,genre_6,
6327,9781631490477,genre_6,
6328,9780804177993,genre_6,
6329,9781451693591,genre_6,
6330,9781250022080,genre_6,
6331,9781501112317,genre_6,
6332,9780761184997,genre_6,
6333,9780062364838,genre_6,
6334,9781476743653,genre_6,
6335,9780373780129,genre_6,
6336,9780345534187,genre_6,
6337,9780345544049,genre_6,
6338,9781476776880,genre_6,
6339,9781455586738,genre_6,
6340,9781250034588,genre_6,
6341,9780525429142,genre_6,
6342,9781501115066,genre_6,
6343,9780385342940,genre_6,
6344,9781101875049,genre_6,
6345,9781476789255,genre_6,
6346,9781250063694,genre_6,
6347,9780553418774,genre_6,
6348,9780316334525,genre_6,
6349,9780062290397,genre_6,
6350,9781400063369,genre_6,
6351,9781250054807,genre_6,
6352,9780316176538,genre_6,
6353,9780385352871,genre_6,
6354,9781250028594,genre_6,
6355,9780544330146,genre_6,
6356,9781101875896,genre_6,
6357,9781619634442,genre_6,
6358,9780804179034,genre_6,
6359,9780307700322,genre_6,
6360,9780062190376,genre_6,
6361,9780385539586,genre_6,
6362,9780812993158,genre_6,
6363,9781455557103,genre_6,
6364,9780061670893,genre_6,
6365,9780804178112,genre_6,
6366,9781476717777,genre_6,
6367,9780385523233,genre_6,
6368,9780062311115,genre_6,
6369,9781492602026,genre_6,
6370,9780062225467,genre_6,
6371,9780425270189,genre_6,
6372,9781451694147,genre_6,
6373,9780316212243,genre_6,
6374,9780062362858,genre_6,
6375,9780316284943,genre_6,
6376,9780399172779,genre_6,
6377,9780812996678,genre_6,
6378,9780307408860,genre_6,
6379,9780062224101,genre_6,
6380,9781476778068,genre_6,
6381,9781612194424,genre_6,
6382,9780804178426,genre_6,
6383,9780385539043,genre_6,
6384,9781250056450,genre_6,
6385,9780062282569,genre_6,
6386,9780345531797,genre_6,
6387,9780062072948,genre_6,
6388,9780062339485,genre_6,
6389,9780765376459,genre_6,
6390,9781101874271,genre_6,
6391,9780399169526,genre_6,
6392,9781250019837,genre_6,
6393,9780345539939,genre_6,
6394,9780345539816,genre_6,
6395,9781616954765,genre_6,
6396,9781594633669,genre_6,
6397,9781402298684,genre_6,
6398,9780804176378,genre_6,
6399,9780804178983,genre_6,
6400,9781476767314,genre_6,
6401,9781402294518,genre_6,
6402,9781616954239,genre_6,
6403,9780316225939,genre_6,
6404,9780062127181,genre_6,
6405,9781605986586,genre_6,
6406,9780547628400,genre_6,
6407,9780062068514,genre_6,
6408,9780393245622,genre_6,
6409,9780802123213,genre_6,
6410,9780143126478,genre_6,
6411,9780062365583,genre_6,
6412,9780062225061,genre_6,
6413,9781250057150,genre_6,
6414,9781476764023,genre_6,
6415,9781616149987,genre_6,
6416,9781250035608,genre_6,
6417,9780345544926,genre_6,
6418,9781455553617,genre_6,
6419,9780307700315,genre_6,
6420,9781439187036,genre_6,
6421,9781250046369,genre_6,
6422,9780393240238,genre_6,
6423,9780670026326,genre_6,
6424,9780385536998,genre_6,
6425,9780061957956,genre_6,
6426,9781594745263,genre_6,
6427,9781402258732,genre_6,
6428,9780385353304,genre_6,
6429,9780385539708,genre_6,
6430,9780062223197,genre_6,
6431,9781594633119,genre_6,
6432,9781400067244,genre_6,
6433,9780062306814,genre_6,
6434,9781476749785,genre_6,
6435,9780670015672,genre_6,
6436,9781402294457,genre_6,
6437,9780399167065,genre_6,
6438,9780062106070,genre_6,
6439,9780765375865,genre_6,
6440,9780062237194,genre_6,
6441,9780062259301,genre_6,
6442,9780385534833,genre_6,
6443,9780393243024,genre_6,
6444,9780062290366,genre_6,
6445,9780316250818,genre_6,
6446,9780670014736,genre_6,
6447,9781594205194,genre_6,
6448,9780525426585,genre_6,
6449,9781616148850,genre_6,
6450,9781250049377,genre_6,
6451,9781594746857,genre_6,
6452,9780062132529,genre_6,
6453,9780446578936,genre_6,
6454,9780062309662,genre_6,
6455,9780316099752,genre_6,
6456,9780804138819,genre_6,
6457,9780345537263,genre_6,
6458,9781476764580,genre_6,
6459,9780812993271,genre_6,
6460,9780812992892,genre_6,
6461,9780393089578,genre_6,
6462,9780804138567,genre_6,
6463,9781476746586,genre_6,
6464,9781250045638,genre_6,
6465,9781455574032,genre_6,
6466,9780385741262,genre_6,
6467,9780062259653,genre_6,
6468,9780062331151,genre_6,
6469,9781400069620,genre_6,
6470,9781402282485,genre_6,
6471,9781451655094,genre_6,
6472,9781250043368,genre_6,
6473,9780316324687,genre_6,
6474,9780062205742,genre_6,
6475,9780307377937,genre_6,
6476,9781476733807,genre_6,
6477,9780802122643,genre_6,
6478,9780393060058,genre_6,
6479,9780451419484,genre_6,
6480,9780316243391,genre_6,
6481,9781616203214,genre_6,
6482,9781451627930,genre_6,
6483,9780547792774,genre_6,
6484,9780761178972,genre_6,
6485,9780802122346,genre_6,
6486,9780399165528,genre_6,
6487,9781250041197,genre_6,
6488,9780812995206,genre_6,
6489,9780062014559,genre_6,
6490,9780385348454,genre_6,
6491,9780804137447,genre_6,
6492,9780062291400,genre_6,
6493,9780345539786,genre_6,
6494,9780062088253,genre_6,
6495,9780307379979,genre_6,
6496,9780385537629,genre_6,
6497,9780062083395,genre_6,
6498,9780385533508,genre_6,
6499,9780385538497,genre_6,
6500,9780062285539,genre_6,
6501,9780804139021,genre_6,
6502,9781250019806,genre_6,
6503,9780385344050,genre_6,
6504,9781612192642,genre_6,
6505,9780770436858,genre_6,
6506,9780062196248,genre_6,
6507,9780062279972,genre_6,
6508,9780393240825,genre_6,
6509,9780062236739,genre_6,
6510,9780679643753,genre_6,
6511,9780307958846,genre_6,
6512,9780143124733,genre_6,
6513,9781476705996,genre_6,
6514,9780553808032,genre_6,
6515,9781250039569,genre_6,
6516,9780062068545,genre_6,
6517,9780765332066,genre_6,
6518,9780307452955,genre_6,
6519,9780143121558,genre_6,
6520,9780307269874,genre_6,
6521,9780062136589,genre_6,
6522,9780385530903,genre_6,
6523,9780871403766,genre_6,
6524,9780316218955,genre_6,
6525,9780062105653,genre_6,
6526,9781616953041,genre_6,
6527,9781250028969,genre_6,
6528,9781476711959,genre_6,
6529,9780312606848,genre_6,
6530,9780062107312,genre_6,
6531,9781402284281,genre_6,
6532,9780385351232,genre_6,
6533,9780812995862,genre_6,
6534,9780062069184,genre_6,
6535,9780307265746,genre_6,
6536,9780061941023,genre_6,
6537,9780807001813,genre_6,
6538,9780811221665,genre_6,
6539,9781612193496,genre_6,
6540,9781476729084,genre_6,
6541,9780316055437,genre_6,
6542,9781594486432,genre_6,
6543,9780307718969,genre_6,
6544,9780345522023,genre_6,
6545,9780316243919,genre_6,
6546,9781451645606,genre_6,
6547,9780778315339,genre_6,
6548,9780312655471,genre_6,
6549,9781400067886,genre_6,
6550,9781250030955,genre_6,
6551,9780060779634,genre_6,
6552,9780063050006,genre_7,
6553,9780440001584,genre_7,
6554,9780593100585,genre_7,
6555,9781250767943,genre_7,
6556,9781250268822,genre_7,
6557,9780358197058,genre_7,
6558,9781616207014,genre_7,
6559,9780062941275,genre_7,
6560,9781524796402,genre_7,
6561,9780778311010,genre_7,
6562,9780062943477,genre_7,
6563,9780525539766,genre_7,
6564,9781250249258,genre_7,
6565,9780062980038,genre_7,
6566,9781250759665,genre_7,
6567,9781250241702,genre_7,
6568,9781250174666,genre_7,
6569,9780593099940,genre_7,
6570,9781250178602,genre_7,
6571,9781250232427,genre_7,
6572,9781982134198,genre_7,
6573,9780063005631,genre_7,
6574,9781335912794,genre_7,
6575,9780451492180,genre_7,
6576,9780062878151,genre_7,
6577,9780778311027,genre_7,
6578,9780593158807,genre_7,
6579,9780593099483,genre_7,
6580,9781984881663,genre_7,
6581,9780399182280,genre_7,
6582,9781250245496,genre_7,
6583,9781982151591,genre_7,
6584,9781250213594,genre_7,
6585,9781635575422,genre_7,
6586,9781951142247,genre_7,
6587,9781250772800,genre_7,
6588,9780593201602,genre_7,
6589,9780593200124,genre_7,
6590,9781683691686,genre_7,
6591,9781250273017,genre_7,
6592,9781492682721,genre_7,
6593,9780062457400,genre_7,
6594,9781984804785,genre_7,
6595,9780062933966,genre_7,
6596,9780593191200,genre_7,
6597,9781525810008,genre_7,
6598,9780063016408,genre_7,
6599,9781728215693,genre_7,
6600,9780525520351,genre_7,
6601,9781250624161,genre_7,
6602,9780778389330,genre_7,
6603,9780593101902,genre_7,
6604,9781250269546,genre_7,
6605,9780063000803,genre_7,
6606,9781594487330,genre_7,
6607,9780062955456,genre_7,
6608,9780593230954,genre_7,
6609,9781335430991,genre_7,
6610,9780062662620,genre_7,
6611,9780593198629,genre_7,
6612,9780593198124,genre_7,
6613,9781984803160,genre_7,
6614,9781641292696,genre_7,
6615,9781982100599,genre_7,
6616,9781984806130,genre_7,
6617,9780062667632,genre_7,
6618,9781250767028,genre_7,
6619,9780063005549,genre_7,
6620,9780062942852,genre_7,
6621,9780593133842,genre_7,
6622,9780735224650,genre_7,
6623,9780316422048,genre_7,
6624,9781982108847,genre_7,
6625,9781982137335,genre_7,
6626,9780593132852,genre_7,
6627,9781982123949,genre_7,
6628,9780062881922,genre_7,
6629,9781534437678,genre_7,
6630,9780765387561,genre_7,
6631,9780778310150,genre_7,
6632,9781501160837,genre_7,
6633,9780062872937,genre_7,
6634,9780593199305,genre_7,
6635,9781635575637,genre_7,
6636,9780062982650,genre_7,
6637,9780593101605,genre_7,
6638,9781984805409,genre_7,
6639,9781984805706,genre_7,
6640,9780525658184,genre_7,
6641,9780525559474,genre_7,
6642,9780062969651,genre_7,
6643,9780593128480,genre_7,
6644,9780062968500,genre_7,
6645,9781984818355,genre_7,
6646,9781250198709,genre_7,
6647,9781501188817,genre_7,
6648,9780062878366,genre_7,
6649,9780062890078,genre_7,
6650,9780062959928,genre_7,
6651,9781524744618,genre_7,
6652,9781250219688,genre_7,
6653,9781524733452,genre_7,
6654,9780062356345,genre_7,
6655,9781984803276,genre_7,
6656,9781250313225,genre_7,
6657,9781250769862,genre_7,
6658,9780062858108,genre_7,
6659,9780593230251,genre_7,
6660,9780451464415,genre_7,
6661,9781250142894,genre_7,
6662,9781250219367,genre_7,
6663,9781538715918,genre_7,
6664,9781984821348,genre_7,
6665,9780802149121,genre_7,
6666,9781728206141,genre_7,
6667,9781982136451,genre_7,
6668,9780593156858,genre_7,
