,isbn,variable,value
1532,9781250078551,genre_1,mystery fiction
1533,9781101984994,genre_1,
1534,9780393241655,genre_1,
1535,9780735221086,genre_1,suspense fiction
1536,9780812996395,genre_1,
1537,9781101981207,genre_1,
1538,9781250121004,genre_1,suspense fiction
1539,9781250022134,genre_1,
1540,9780062405616,genre_1,humorous fiction
1541,9781101991633,genre_1,suspense fiction
1542,9781250061577,genre_1,suspense fiction
1543,9781101875612,genre_1,humorous fiction
1544,9781101904220,genre_1,suspense fiction
1545,9780399165214,genre_1,
1546,9780393241686,genre_1,
1547,9781250069795,genre_1,
1548,9781101965085,genre_1,psychological fiction
1549,9780385541404,genre_1,
1550,9781250097910,genre_1,suspense fiction
1551,9781501132933,genre_1,suspense fiction
1552,9780143108573,genre_1,psychological fiction
1553,9781101988640,genre_1,adventure fiction
1554,9781250063700,genre_1,suspense fiction
1555,9781101947135,genre_1,
1556,9780385540599,genre_1,
1557,9780316228046,genre_1,fantasy fiction
1558,9780393245448,genre_1,
1559,9781501126222,genre_1,
1560,9780812998320,genre_1,suspense fiction
1561,9780804141260,genre_1,
1562,9781250092144,genre_1,suspense fiction
1563,9781501142536,genre_1,
1564,9781501124372,genre_1,historical fiction
1565,9781101875940,genre_1,
1566,9780312380366,genre_1,suspense fiction
1567,9780062200631,genre_1,
1568,9780062083456,genre_1,fiction
1569,9781101987490,genre_1,suspense fiction
1570,9780393285543,genre_1,domestic fiction
1571,9780385540162,genre_1,
1572,9781476777405,genre_1,
1573,9781101883075,genre_1,
1574,9780804177900,genre_1,suspense fiction
1575,9780373789764,genre_1,
1576,9781605989747,genre_1,fiction
1577,9780765385505,genre_1,fantasy fiction
1578,9781501121043,genre_1,
1579,9780399174469,genre_1,historical fiction
1580,9780399175169,genre_1,
1581,9781400068326,genre_1,
1582,9780451474476,genre_1,fantasy fiction
1583,9781101875599,genre_1,suspense fiction
1584,9780525955092,genre_1,suspense fiction
1585,9780399169496,genre_1,mystery fiction
1586,9781501124211,genre_1,
1587,9781451686630,genre_1,suspense fiction
1588,9780062388148,genre_1,historical fiction
1589,9780812993103,genre_1,historical fiction
1590,9781616205027,genre_1,
1591,9780062414212,genre_1,fiction
1592,9780143128489,genre_1,psychological fiction
1593,9780399174124,genre_1,
1594,9780373789177,genre_1,
1595,9780525954576,genre_1,suspense fiction
1596,9781612195001,genre_1,
1597,9780062105684,genre_1,suspense fiction
1598,9780062413710,genre_1,
1599,9780385540025,genre_1,
1600,9780553391923,genre_1,
1601,9780399160301,genre_1,
1602,9780345528698,genre_1,
1603,9781492623441,genre_1,
1604,9780385539289,genre_1,
1605,9781250074539,genre_1,
1606,9780385541039,genre_1,
1607,9781250051905,genre_1,domestic fiction
1608,9780345545961,genre_1,suspense fiction
1609,9780062413864,genre_1,psychological fiction
1610,9780316342513,genre_1,
1611,9781400067695,genre_1,
1612,9781501116971,genre_1,
1613,9781940456362,genre_1,martial arts fiction
1614,9780374290252,genre_1,
1615,9780385539463,genre_1,
1616,9780425260746,genre_1,
1617,9781501107832,genre_1,
1618,9781455525928,genre_1,
1619,9781101874141,genre_1,romantic suspense fiction
1620,9781616203573,genre_1,
1621,9780399171314,genre_1,romantic suspense fiction
1622,9780385540353,genre_1,
1623,9780670025770,genre_1,historical fiction
1624,9780062351425,genre_1,mystery fiction
1625,9780525954330,genre_1,detective and mystery fiction
1626,9780385353779,genre_1,
1627,9780393248678,genre_1,
1628,9780812998689,genre_1,fantasy fiction
1629,9781616204136,genre_1,
1630,9780525426592,genre_1,
1631,9781250069177,genre_1,
1632,9781492617891,genre_1,historical fiction
1633,9780804178778,genre_1,suspense fiction
1634,9781476798172,genre_1,
1635,9780062390547,genre_1,domestic fiction
1636,9781616202613,genre_1,
1637,9781594634475,genre_1,domestic fiction
1638,9780393239294,genre_1,historical fiction
1639,9781250077004,genre_1,
1640,9780544409910,genre_1,
1641,9780399174001,genre_1,suspense fiction
1642,9781250049582,genre_1,mystery fiction
1643,9781250077172,genre_1,
1644,9781605988443,genre_1,
1645,9781501105432,genre_1,
1646,9781616204204,genre_1,
1647,9781631490477,genre_1,
1648,9780804177993,genre_1,
1649,9781451693591,genre_1,historical fiction
1650,9781250022080,genre_1,
1651,9781501112317,genre_1,psychological fiction
1652,9780761184997,genre_1,
1653,9780062364838,genre_1,
1654,9781476743653,genre_1,psychological fiction
1655,9780373780129,genre_1,
1656,9780345534187,genre_1,historical fiction
1657,9780345544049,genre_1,suspense fiction
1658,9781476776880,genre_1,
1659,9781455586738,genre_1,
1660,9781250034588,genre_1,
1661,9780525429142,genre_1,
1662,9781501115066,genre_1,
1663,9780385342940,genre_1,
1664,9781101875049,genre_1,
1665,9781476789255,genre_1,domestic fiction
1666,9781250063694,genre_1,suspense fiction
1667,9780553418774,genre_1,psychological fiction
1668,9780316334525,genre_1,
1669,9780062290397,genre_1,fantasy fiction
1670,9781400063369,genre_1,
1671,9781250054807,genre_1,
1672,9780316176538,genre_1,
1673,9780385352871,genre_1,
1674,9781250028594,genre_1,suspense fiction
1675,9780544330146,genre_1,fiction
1676,9781101875896,genre_1,domestic fiction
1677,9781619634442,genre_1,
1678,9780804179034,genre_1,
1679,9780307700322,genre_1,historical fiction
1680,9780062190376,genre_1,fiction
1681,9780385539586,genre_1,
1682,9780812993158,genre_1,
1683,9781455557103,genre_1,
1684,9780061670893,genre_1,
1685,9780804178112,genre_1,
1686,9781476717777,genre_1,medical fiction
1687,9780385523233,genre_1,
1688,9780062311115,genre_1,suspense fiction
1689,9781492602026,genre_1,
1690,9780062225467,genre_1,suspense fiction
1691,9780425270189,genre_1,
1692,9781451694147,genre_1,suspense fiction
1693,9780316212243,genre_1,fantasy fiction
1694,9780062362858,genre_1,fiction
1695,9780316284943,genre_1,
1696,9780399172779,genre_1,
1697,9780812996678,genre_1,
1698,9780307408860,genre_1,
1699,9780062224101,genre_1,
1700,9781476778068,genre_1,gothic fiction
1701,9781612194424,genre_1,
1702,9780804178426,genre_1,
1703,9780385539043,genre_1,biographical fiction
1704,9781250056450,genre_1,humorous fiction
1705,9780062282569,genre_1,
1706,9780345531797,genre_1,
1707,9780062072948,genre_1,historical fiction
1708,9780062339485,genre_1,psychological fiction
1709,9780765376459,genre_1,fantasy fiction
1710,9781101874271,genre_1,
1711,9780399169526,genre_1,
1712,9781250019837,genre_1,
1713,9780345539939,genre_1,
1714,9780345539816,genre_1,dystopias
1715,9781616954765,genre_1,
1716,9781594633669,genre_1,psychological fiction
1717,9781402298684,genre_1,
1718,9780804176378,genre_1,historical fiction
1719,9780804178983,genre_1,
1720,9781476767314,genre_1,
1721,9781402294518,genre_1,
1722,9781616954239,genre_1,regency fiction
1723,9780316225939,genre_1,suspense fiction
1724,9780062127181,genre_1,
1725,9781605986586,genre_1,
1726,9780547628400,genre_1,
1727,9780062068514,genre_1,fiction
1728,9780393245622,genre_1,satire
1729,9780802123213,genre_1,
1730,9780143126478,genre_1,historical fiction
1731,9780062365583,genre_1,psychological fiction
1732,9780062225061,genre_1,
1733,9781250057150,genre_1,ghost stories
1734,9781476764023,genre_1,
1735,9781616149987,genre_1,
1736,9781250035608,genre_1,
1737,9780345544926,genre_1,suspense fiction
1738,9781455553617,genre_1,
1739,9780307700315,genre_1,historical fiction
1740,9781439187036,genre_1,ghost stories
1741,9781250046369,genre_1,
1742,9780393240238,genre_1,
1743,9780670026326,genre_1,
1744,9780385536998,genre_1,
1745,9780061957956,genre_1,fantasy fiction
1746,9781594745263,genre_1,
1747,9781402258732,genre_1,
1748,9780385353304,genre_1,adventure fiction
1749,9780385539708,genre_1,
1750,9780062223197,genre_1,
1751,9781594633119,genre_1,
1752,9781400067244,genre_1,
1753,9780062306814,genre_1,
1754,9781476749785,genre_1,suspense fiction
1755,9780670015672,genre_1,
1756,9781402294457,genre_1,historical fiction
1757,9780399167065,genre_1,
1758,9780062106070,genre_1,domestic fiction
1759,9780765375865,genre_1,science fiction
1760,9780062237194,genre_1,historical fiction
1761,9780062259301,genre_1,
1762,9780385534833,genre_1,
1763,9780393243024,genre_1,suspense fiction
1764,9780062290366,genre_1,young adult fiction
1765,9780316250818,genre_1,
1766,9780670014736,genre_1,
1767,9781594205194,genre_1,
1768,9780525426585,genre_1,
1769,9781616148850,genre_1,mystery fiction
1770,9781250049377,genre_1,
1771,9781594746857,genre_1,science fiction
1772,9780062132529,genre_1,
1773,9780446578936,genre_1,
1774,9780062309662,genre_1,
1775,9780316099752,genre_1,
1776,9780804138819,genre_1,
1777,9780345537263,genre_1,
1778,9781476764580,genre_1,
1779,9780812993271,genre_1,suspense fiction
1780,9780812992892,genre_1,
1781,9780393089578,genre_1,
1782,9780804138567,genre_1,
1783,9781476746586,genre_1,
1784,9781250045638,genre_1,romantic suspense fiction
1785,9781455574032,genre_1,
1786,9780385741262,genre_1,
1787,9780062259653,genre_1,
1788,9780062331151,genre_1,suspense fiction
1789,9781400069620,genre_1,
1790,9781402282485,genre_1,fiction
1791,9781451655094,genre_1,
1792,9781250043368,genre_1,suspense fiction
1793,9780316324687,genre_1,
1794,9780062205742,genre_1,
1795,9780307377937,genre_1,domestic fiction
1796,9781476733807,genre_1,
1797,9780802122643,genre_1,fiction
1798,9780393060058,genre_1,
1799,9780451419484,genre_1,historical fiction
1800,9780316243391,genre_1,
1801,9781616203214,genre_1,
1802,9781451627930,genre_1,love stories
1803,9780547792774,genre_1,
1804,9780761178972,genre_1,
1805,9780802122346,genre_1,
1806,9780399165528,genre_1,
1807,9781250041197,genre_1,
1808,9780812995206,genre_1,domestic fiction
1809,9780062014559,genre_1,
1810,9780385348454,genre_1,spy fiction
1811,9780804137447,genre_1,epistolary fiction
1812,9780062291400,genre_1,suspense fiction
1813,9780345539786,genre_1,dystopias
1814,9780062088253,genre_1,
1815,9780307379979,genre_1,
1816,9780385537629,genre_1,historical fiction
1817,9780062083395,genre_1,
1818,9780385533508,genre_1,sea stories
1819,9780385538497,genre_1,
1820,9780062285539,genre_1,
1821,9780804139021,genre_1,
1822,9781250019806,genre_1,domestic fiction
1823,9780385344050,genre_1,
1824,9781612192642,genre_1,
1825,9780770436858,genre_1,
1826,9780062196248,genre_1,
1827,9780062279972,genre_1,adventure fiction
1828,9780393240825,genre_1,suspense fiction
1829,9780062236739,genre_1,
1830,9780679643753,genre_1,
1831,9780307958846,genre_1,historical fiction
1832,9780143124733,genre_1,
1833,9781476705996,genre_1,fantasy fiction
1834,9780553808032,genre_1,
1835,9781250039569,genre_1,
1836,9780062068545,genre_1,historical fiction
1837,9780765332066,genre_1,
1838,9780307452955,genre_1,
1839,9780143121558,genre_1,
1840,9780307269874,genre_1,
1841,9780062136589,genre_1,domestic fiction
1842,9780385530903,genre_1,
1843,9780871403766,genre_1,
1844,9780316218955,genre_1,
1845,9780062105653,genre_1,
1846,9781616953041,genre_1,
1847,9781250028969,genre_1,
1848,9781476711959,genre_1,historical fiction
1849,9780312606848,genre_1,
1850,9780062107312,genre_1,
1851,9781402284281,genre_1,
1852,9780385351232,genre_1,
1853,9780812995862,genre_1,psychological fiction
1854,9780062069184,genre_1,
1855,9780307265746,genre_1,
1856,9780061941023,genre_1,
1857,9780807001813,genre_1,
1858,9780811221665,genre_1,
1859,9781612193496,genre_1,
1860,9781476729084,genre_1,
1861,9780316055437,genre_1,bildungsromans
1862,9781594486432,genre_1,historical fiction
1863,9780307718969,genre_1,
1864,9780345522023,genre_1,psychological fiction
1865,9780316243919,genre_1,
1866,9781451645606,genre_1,
1867,9780778315339,genre_1,fantasy fiction
1868,9780312655471,genre_1,
1869,9781400067886,genre_1,psychological fiction
1870,9781250030955,genre_1,
1871,9780060779634,genre_1,ghost stories
1872,9780063050006,genre_2,
1873,9780440001584,genre_2,
1874,9780593100585,genre_2,
1875,9781250767943,genre_2,
1876,9781250268822,genre_2,
1877,9780358197058,genre_2,
1878,9781616207014,genre_2,
1879,9780062941275,genre_2,
1880,9781524796402,genre_2,
1881,9780778311010,genre_2,
1882,9780062943477,genre_2,
1883,9780525539766,genre_2,
1884,9781250249258,genre_2,
1885,9780062980038,genre_2,
1886,9781250759665,genre_2,
1887,9781250241702,genre_2,
1888,9781250174666,genre_2,
1889,9780593099940,genre_2,
1890,9781250178602,genre_2,
1891,9781250232427,genre_2,
1892,9781982134198,genre_2,
1893,9780063005631,genre_2,
