,isbn,predicted_genre
1449,9780062663115,1.0
1450,9781940456362,4.0
1451,9780062351425,4.0
1452,9781681777665,1.0
1453,9780062696793,1.0
1454,9780062663115,1.0
1455,9781681777665,4.0
0,9780063050006,2.0
1,9780440001584,4.0
2,9780593100585,6.0
3,9781250767943,6.0
4,9781250268822,3.0
5,9780358197058,2.0
6,9781616207014,1.0
7,9780062941275,1.0
8,9781524796402,1.0
9,9780778311010,1.0
10,9780062943477,1.0
11,9780525539766,1.0
12,9781250249258,1.0
13,9780062980038,3.0
14,9781250759665,3.0
15,9781250241702,2.0
16,9781250174666,1.0
17,9780593099940,6.0
18,9781250178602,5.0
19,9781250232427,2.0
20,9781982134198,5.0
21,9780063005631,1.0
22,9781335912794,1.0
23,9780451492180,1.0
24,9780062878151,1.0
25,9780778311027,1.0
26,9780593158807,1.0
27,9780593099483,6.0
28,9781984881663,3.0
29,9780399182280,1.0
30,9781250245496,6.0
31,9781982151591,1.0
32,9781250213594,1.0
33,9781635575422,1.0
34,9781951142247,2.0
35,9781250772800,1.0
36,9780593201602,2.0
37,9780593200124,6.0
38,9781683691686,1.0
39,9781250273017,3.0
40,9781492682721,2.0
41,9780062457400,1.0
42,9781984804785,4.0
43,9780062933966,1.0
44,9780593191200,6.0
45,9781525810008,1.0
46,9780063016408,1.0
47,9781728215693,1.0
48,9780525520351,1.0
49,9781250624161,6.0
50,9780778389330,1.0
51,9780593101902,6.0
52,9781250269546,2.0
53,9780063000803,1.0
54,9781594487330,1.0
55,9780062955456,2.0
56,9780593230954,1.0
57,9781335430991,1.0
58,9780062662620,1.0
59,9780593198629,6.0
60,9780593198124,1.0
61,9781984803160,1.0
62,9781641292696,1.0
63,9781982100599,6.0
64,9781984806130,6.0
65,9780062667632,1.0
66,9781250767028,1.0
67,9780063005549,1.0
68,9780062942852,1.0
69,9780593133842,1.0
70,9780735224650,2.0
71,9780316422048,4.0
72,9781982108847,1.0
73,9781982137335,3.0
74,9780593132852,6.0
75,9781982123949,6.0
76,9780062881922,3.0
77,9781534437678,4.0
78,9780765387561,1.0
79,9780778310150,1.0
80,9781501160837,1.0
81,9780062872937,1.0
82,9780593199305,4.0
83,9781635575637,1.0
84,9780062982650,1.0
85,9780593101605,6.0
86,9781984805409,6.0
87,9781984805706,6.0
88,9780525658184,1.0
89,9780525559474,1.0
90,9780062969651,1.0
91,9780593128480,4.0
92,9780062968500,1.0
93,9781984818355,1.0
94,9781250198709,1.0
95,9781501188817,3.0
96,9780062878366,1.0
97,9780062890078,1.0
98,9780062959928,1.0
99,9781524744618,1.0
100,9781250219688,3.0
101,9781524733452,1.0
102,9780062356345,1.0
103,9781984803276,1.0
104,9781250313225,4.0
105,9781250769862,1.0
106,9780062858108,1.0
107,9780593230251,1.0
108,9780451464415,4.0
109,9781250142894,2.0
110,9781250219367,1.0
111,9781538715918,1.0
112,9781984821348,3.0
113,9780802149121,1.0
114,9781728206141,6.0
115,9781982136451,1.0
116,9780593156858,1.0
117,9780525510444,6.0
118,9780062679161,1.0
119,9780062248572,1.0
120,9780062914095,1.0
121,9780525536291,2.0
122,9781984826787,1.0
123,9780062678164,1.0
124,9781728215723,1.0
125,9780062868930,1.0
126,9780399178955,6.0
127,9780593100813,6.0
128,9780062941237,1.0
129,9781501165429,1.0
130,9780525620785,1.0
131,9781250151360,3.0
132,9780062973054,1.0
133,9781538716625,6.0
134,9781524745172,1.0
135,9781984803627,4.0
136,9780062967282,1.0
137,9780062839077,1.0
138,9781984806239,1.0
139,9781984806734,1.0
140,9781250248732,5.0
141,9780062367686,2.0
142,9780399590917,1.0
143,9781594634697,1.0
144,9781501133510,1.0
145,9781250229861,1.0
146,9780593102527,6.0
147,9780451491756,3.0
148,9781683691433,1.0
149,9781250154224,3.0
150,9780593085424,6.0
151,9781538715642,6.0
152,9781250149442,2.0
153,9780525429760,1.0
154,9780062878137,1.0
155,9780358164081,1.0
156,9781984819888,5.0
157,9781984806116,3.0
158,9780385544801,3.0
159,9781250237279,1.0
160,9780593098660,3.0
161,9781982145217,1.0
162,9780062958501,1.0
163,9780451490742,2.0
164,9780062941503,1.0
165,9781982137441,6.0
166,9780593135235,6.0
167,9780525521143,2.0
168,9780062838209,2.0
169,9780593100066,3.0
170,9780062914804,1.0
171,9781942658702,1.0
172,9780778369110,1.0
173,9780385348713,1.0
174,9780451492074,1.0
175,9781250236609,1.0
176,9781984878618,1.0
177,9781250207203,2.0
178,9781250219596,1.0
179,9780062909879,1.0
180,9780440000174,2.0
181,9781984820150,5.0
182,9781525836268,1.0
183,9780062872852,1.0
184,9780062931092,1.0
185,9781492666905,5.0
186,9781250087331,2.0
187,9780062938558,1.0
188,9781250209764,3.0
189,9781984805171,2.0
190,9781982126766,1.0
191,9780525540670,2.0
192,9781984854780,1.0
193,9781984806468,6.0
194,9781525805981,1.0
195,9780062913722,1.0
196,9780778330776,1.0
197,9781525809781,1.0
198,9780593100349,1.0
199,9780525541905,1.0
200,9781524742904,1.0
201,9780593099131,3.0
202,9781643851631,1.0
203,9780525542315,1.0
204,9781984806093,6.0
205,9781984855176,1.0
206,9781984802682,6.0
207,9780062964564,1.0
208,9781250103482,6.0
209,9780062941206,1.0
210,9781501190100,3.0
211,9781643851358,1.0
212,9780385541213,1.0
213,9780316485340,1.0
214,9781534439863,4.0
215,9780316449885,1.0
216,9781250313072,1.0
217,9780385539302,1.0
218,9781538731338,1.0
219,9781984805423,6.0
220,9781616209131,1.0
221,9781984802217,6.0
222,9781984806376,4.0
223,9780062200679,1.0
224,9781982135706,6.0
225,9781250265708,1.0
226,9780399562488,6.0
227,9780358023937,1.0
228,9780812996548,1.0
229,9780451492470,2.0
230,9780062913463,1.0
231,9780062890047,6.0
232,9781250204448,2.0
233,9780399590597,5.0
234,9781984805386,6.0
235,9780393652703,1.0
236,9781984805683,1.0
237,9781476749297,1.0
238,9780062958464,6.0
239,9780062963673,1.0
240,9780525656159,1.0
241,9780525535270,5.0
363,9781984828095,1.0
936,9780063050006,1.0
937,9780358197058,4.0
938,9781250249258,3.0
939,9780062980038,3.0
940,9781250174666,3.0
941,9780593099940,1.0
942,9781250178602,1.0
943,9781982134198,1.0
944,9780593099483,1.0
945,9780399182280,5.0
946,9781250213594,4.0
947,9781635575422,1.0
948,9781250273017,1.0
949,9781982108847,5.0
950,9781982123949,1.0
951,9780062881922,1.0
952,9781984805409,1.0
953,9781524733452,1.0
954,9781250142894,3.0
955,9781984821348,1.0
956,9780062679161,4.0
957,9780062248572,1.0
958,9781501165429,3.0
959,9781524745172,3.0
960,9781984803627,1.0
961,9780399590917,1.0
962,9781683691433,3.0
963,9781250154224,3.0
964,9781250149442,3.0
965,9780525429760,5.0
966,9780062838209,3.0
967,9781250236609,6.0
968,9781250207203,3.0
969,9780440000174,3.0
970,9780062872852,4.0
971,9780062931092,4.0
972,9780062938558,1.0
973,9781984805171,3.0
974,9780525540670,3.0
975,9781643851631,4.0
976,9780525542315,6.0
977,9780062941206,6.0
978,9781501190100,1.0
979,9781534439863,4.0
980,9780316449885,1.0
981,9780062913463,1.0
982,9780399590597,4.0
983,9780062958464,1.0
984,9780525535270,1.0
1266,9780062881922,3.0
1267,9781984821348,4.0
1268,9780062679161,1.0
1269,9780062248572,1.0
1270,9781524745172,3.0
1271,9780062872852,1.0
1272,9780062931092,1.0
1273,9780062938558,4.0
1274,9780525540670,1.0
1275,9781643851631,3.0
1276,9780525542315,4.0
1277,9780062941206,4.0
1278,9781501190100,4.0
1279,9780316449885,1.0
1280,9780525535270,4.0
1369,9781984821348,3.0
1370,9780062679161,3.0
1371,9780062872852,1.0
1372,9780062931092,5.0
1373,9780062938558,4.0
1374,9781643851631,1.0
1375,9780062941206,1.0
1376,9781501190100,3.0
1377,9780525535270,1.0
1418,9780062679161,1.0
1419,9780062872852,6.0
1420,9781643851631,1.0
1442,9780062679161,3.0
1443,9781643851631,3.0
