,isbn,predicted_genre
730,9781250063694,2.0
731,9780553418774,6.0
732,9780316334525,1.0
733,9780062290397,4.0
734,9781400063369,1.0
735,9781250054807,1.0
736,9780316176538,5.0
737,9780385352871,1.0
738,9781250028594,2.0
739,9780544330146,2.0
740,9781101875896,6.0
741,9781619634442,1.0
742,9780804179034,4.0
743,9780307700322,1.0
744,9780062190376,1.0
745,9780385539586,1.0
746,9780812993158,1.0
747,9781455557103,6.0
748,9780061670893,1.0
749,9780804178112,3.0
750,9781476717777,1.0
751,9780385523233,1.0
752,9780062311115,2.0
753,9781492602026,1.0
754,9780062225467,2.0
755,9780425270189,6.0
756,9781451694147,2.0
757,9780316212243,4.0
758,9780062362858,3.0
759,9780316284943,4.0
760,9780399172779,1.0
761,9780812996678,1.0
762,9780307408860,1.0
763,9780062224101,1.0
764,9781476778068,1.0
765,9781612194424,1.0
766,9780804178426,4.0
767,9780385539043,6.0
768,9781250056450,2.0
769,9780062282569,5.0
770,9780345531797,2.0
771,9780062072948,6.0
772,9780062339485,3.0
773,9780765376459,1.0
774,9781101874271,1.0
775,9780399169526,1.0
776,9781250019837,1.0
777,9780345539939,2.0
778,9780345539816,1.0
779,9781616954765,2.0
780,9781594633669,3.0
781,9781402298684,1.0
782,9780804176378,1.0
783,9780804178983,1.0
784,9781476767314,6.0
785,9781402294518,1.0
786,9781616954239,2.0
787,9780316225939,2.0
788,9780062127181,1.0
789,9781605986586,1.0
790,9780547628400,1.0
791,9780062068514,6.0
792,9780393245622,1.0
793,9780802123213,4.0
794,9780143126478,6.0
795,9780062365583,1.0
796,9780062225061,1.0
797,9781250057150,3.0
798,9781476764023,1.0
799,9781616149987,1.0
800,9781250035608,3.0
801,9780345544926,2.0
802,9781455553617,3.0
803,9780307700315,1.0
804,9781439187036,1.0
805,9781250046369,2.0
806,9780393240238,1.0
807,9780670026326,2.0
808,9780385536998,3.0
809,9780061957956,1.0
810,9781594745263,1.0
811,9781402258732,1.0
812,9780385353304,1.0
813,9780385539708,1.0
814,9780062223197,1.0
815,9781594633119,5.0
816,9781400067244,1.0
817,9780062306814,5.0
818,9781476749785,2.0
819,9780670015672,4.0
820,9781402294457,6.0
821,9780399167065,1.0
822,9780062106070,6.0
823,9780765375865,1.0
824,9780062237194,2.0
825,9780062259301,3.0
826,9780385534833,1.0
827,9780393243024,2.0
828,9780062290366,4.0
829,9780316250818,1.0
830,9780670014736,1.0
831,9781594205194,1.0
832,9780525426585,6.0
833,9781616148850,3.0
834,9781250049377,6.0
835,9781594746857,2.0
836,9780062132529,1.0
837,9780446578936,1.0
838,9780062309662,2.0
839,9780316099752,1.0
840,9780804138819,1.0
841,9780345537263,1.0
842,9781476764580,1.0
843,9780812993271,2.0
844,9780812992892,5.0
845,9780393089578,6.0
846,9780804138567,1.0
847,9781476746586,5.0
848,9781250045638,1.0
849,9781455574032,1.0
850,9780385741262,1.0
851,9780062259653,1.0
852,9780062331151,1.0
853,9781400069620,1.0
854,9781402282485,5.0
855,9781451655094,1.0
856,9781250043368,2.0
857,9780316324687,5.0
858,9780062205742,1.0
859,9780307377937,1.0
860,9781476733807,3.0
861,9780802122643,2.0
862,9780393060058,1.0
863,9780451419484,2.0
864,9780316243391,1.0
865,9781616203214,1.0
866,9781451627930,2.0
867,9780547792774,2.0
868,9780761178972,1.0
869,9780802122346,2.0
870,9780399165528,3.0
871,9781250041197,3.0
872,9780812995206,2.0
873,9780062014559,1.0
874,9780385348454,3.0
875,9780804137447,1.0
876,9780062291400,2.0
877,9780345539786,1.0
878,9780062088253,3.0
879,9780307379979,1.0
880,9780385537629,1.0
881,9780062083395,1.0
882,9780385533508,5.0
883,9780385538497,1.0
884,9780062285539,1.0
885,9780804139021,1.0
886,9781250019806,6.0
887,9780385344050,2.0
888,9781612192642,1.0
889,9780770436858,1.0
890,9780062196248,1.0
891,9780062279972,6.0
892,9780393240825,1.0
893,9780062236739,1.0
894,9780679643753,1.0
895,9780307958846,6.0
896,9780143124733,1.0
897,9781476705996,6.0
898,9780553808032,4.0
899,9781250039569,1.0
900,9780062068545,6.0
901,9780765332066,4.0
902,9780307452955,1.0
903,9780143121558,1.0
904,9780307269874,1.0
905,9780062136589,6.0
906,9780385530903,1.0
907,9780871403766,1.0
908,9780316218955,1.0
909,9780062105653,6.0
910,9781616953041,1.0
911,9781250028969,2.0
912,9781476711959,1.0
913,9780312606848,2.0
914,9780062107312,5.0
915,9781402284281,3.0
916,9780385351232,1.0
917,9780812995862,3.0
918,9780062069184,1.0
919,9780307265746,1.0
920,9780061941023,1.0
921,9780807001813,1.0
922,9780811221665,1.0
923,9781612193496,1.0
924,9781476729084,6.0
925,9780316055437,3.0
926,9781594486432,3.0
927,9780307718969,1.0
928,9780345522023,3.0
929,9780316243919,1.0
930,9781451645606,1.0
931,9780778315339,1.0
932,9780312655471,2.0
933,9781400067886,2.0
934,9781250030955,1.0
935,9780060779634,2.0
985,9781984823793,1.0
986,9780812992861,1.0
987,9780062878090,1.0
988,9780062858085,1.0
989,9781501188770,3.0
990,9781982135669,6.0
991,9780062855312,3.0
992,9780062390011,3.0
993,9781524745141,3.0
994,9780451491879,1.0
995,9780399182105,4.0
996,9780062872838,4.0
997,9781524759780,1.0
998,9781250174611,4.0
999,9781984802798,6.0
1000,9781492689386,4.0
1001,9780778307747,1.0
1002,9781250126108,6.0
1003,9780062839053,1.0
1004,9780062862822,5.0
1005,9781501128035,1.0
1006,9781250195524,4.0
1007,9781250120922,1.0
1008,9780385541381,1.0
1009,9781635572582,4.0
1010,9781328577856,1.0
1011,9781626728080,1.0
1012,9780544808256,1.0
1013,9781250301697,3.0
1014,9781635570298,1.0
1015,9781101990513,3.0
1016,9781250133731,3.0
1017,9781616206772,3.0
1018,9781501197406,6.0
1019,9780440000457,3.0
1020,9780743298070,1.0
1021,9780385544238,1.0
1022,9780399593512,3.0
1023,9781250069825,3.0
1024,9780062663849,3.0
1025,9780735224629,3.0
1026,9780062684561,4.0
1027,9780525574682,6.0
1028,9781501194900,1.0
1029,9780316176637,4.0
1030,9781250193162,1.0
1031,9780778330783,4.0
1032,9780756414764,4.0
1033,9780451489111,1.0
1034,9780440000785,4.0
1035,9781250164193,1.0
1036,9781492665274,1.0
1037,9781250295163,1.0
1038,9780316547185,1.0
1039,9780425286166,5.0
1040,9781681777665,4.0
1041,9781501170065,5.0
1042,9780062676788,4.0
1043,9781250086082,1.0
1044,9780451490346,1.0
1045,9780451488411,1.0
1046,9780374228194,3.0
1047,9780804178020,3.0
1048,9781101967386,5.0
1049,9780062696793,3.0
1050,9780399585326,1.0
1051,9781501156212,3.0
1052,9781683690139,1.0
1053,9780399180163,3.0
1054,9781631494130,1.0
1055,9780399587924,1.0
1056,9780385542418,3.0
1057,9780425281314,1.0
1058,9781476717807,1.0
1059,9780062389923,4.0
1060,9780451490537,3.0
1061,9780062686664,3.0
1062,9780451476203,3.0
1063,9780399586934,3.0
1064,9781250105639,3.0
1065,9780399592881,1.0
1066,9780399585968,5.0
1067,9781492646617,5.0
1068,9781250130921,3.0
1069,9780399585272,1.0
1070,9780765393586,4.0
1071,9780399562457,6.0
1072,9780399586064,5.0
1073,9780062678102,4.0
1074,9780399593482,3.0
1075,9780062694058,1.0
1076,9780316435314,3.0
1077,9780553448122,1.0
1078,9780062667571,1.0
1079,9781476716732,5.0
1080,9780062663115,1.0
1081,9780451488756,1.0
1082,9780062693983,1.0
1083,9780062659057,4.0
1084,9780062685346,1.0
1085,9781501162893,1.0
1086,9780385541787,1.0
1087,9780812989465,1.0
1088,9781101985366,3.0
1089,9781501156007,3.0
1090,9781101990483,3.0
1091,9780451495587,1.0
1092,9780765392039,4.0
1093,9780062654199,5.0
1094,9781101987797,4.0
1095,9781501116841,3.0
1096,9780062289254,4.0
1097,9780062651259,4.0
1098,9780735220683,3.0
1099,9780062129383,1.0
1100,9780778330165,1.0
1101,9780451493583,1.0
1102,9780345527868,3.0
1103,9781681773643,1.0
1104,9780385350907,5.0
1105,9780399585012,3.0
1106,9780062469687,4.0
1107,9781501154829,3.0
1108,9780062271631,1.0
1109,9780399162107,3.0
1110,9780399563089,1.0
1111,9780812998269,1.0
1112,9780062356260,5.0
1113,9781101985137,3.0
1114,9781101906750,5.0
1115,9781101905609,3.0
1116,9780425285046,1.0
1117,9781250105608,3.0
1118,9781250111173,3.0
1119,9780062427021,1.0
1120,9780062451941,4.0
1121,9780062225559,1.0
1122,9780804178808,3.0
1123,9780399174490,1.0
1124,9781492637257,5.0
1125,9780399184512,1.0
1126,9780670026333,1.0
1127,9780544527959,3.0
1128,9781101988664,1.0
1129,9780451495976,5.0
1130,9781501133862,3.0
1131,9781250078551,2.0
1132,9780735221086,3.0
1133,9781250121004,3.0
1134,9780062405616,1.0
1135,9781101991633,3.0
1136,9781250061577,3.0
1137,9781101875612,1.0
1138,9781101904220,3.0
1139,9781101965085,3.0
1140,9781250097910,3.0
1141,9781501132933,3.0
1142,9780143108573,3.0
1143,9781101988640,1.0
1144,9781250063700,3.0
1145,9780316228046,4.0
1146,9780812998320,3.0
1147,9781250092144,3.0
1148,9781501124372,5.0
1149,9780312380366,3.0
1150,9780062083456,4.0
1151,9781101987490,3.0
1152,9780393285543,1.0
1153,9780804177900,3.0
1154,9781605989747,4.0
1155,9780765385505,4.0
1156,9780399174469,5.0
1157,9780451474476,4.0
1158,9781101875599,3.0
1159,9780525955092,3.0
1160,9780399169496,2.0
1161,9781451686630,3.0
1162,9780062388148,5.0
1163,9780812993103,5.0
1164,9780062414212,4.0
1165,9780143128489,3.0
1166,9780525954576,3.0
1167,9780062105684,3.0
1168,9781250051905,1.0
1169,9780345545961,3.0
1170,9780062413864,3.0
1171,9781940456362,1.0
1172,9781101874141,1.0
1173,9780399171314,1.0
1174,9780670025770,5.0
1175,9780062351425,2.0
1176,9780525954330,1.0
1177,9780812998689,4.0
1178,9781492617891,5.0
1179,9780804178778,3.0
1180,9780062390547,1.0
1181,9781594634475,1.0
1182,9780393239294,5.0
1183,9780399174001,3.0
1184,9781250049582,2.0
1185,9781451693591,5.0
1186,9781501112317,3.0
1187,9781476743653,3.0
1188,9780345534187,5.0
1189,9780345544049,3.0
1190,9781476789255,1.0
1191,9781250063694,3.0
1192,9780553418774,3.0
1193,9780062290397,4.0
1194,9781250028594,3.0
1195,9780544330146,4.0
1196,9781101875896,1.0
1197,9780307700322,5.0
1198,9780062190376,4.0
1199,9781476717777,1.0
1200,9780062311115,3.0
1201,9780062225467,3.0
1202,9781451694147,3.0
1203,9780316212243,4.0
1204,9780062362858,4.0
1205,9781476778068,1.0
1206,9780385539043,1.0
1207,9781250056450,1.0
1208,9780062072948,5.0
1209,9780062339485,3.0
1210,9780765376459,4.0
1211,9780345539816,1.0
1212,9781594633669,3.0
1213,9780804176378,5.0
1214,9781616954239,1.0
1215,9780316225939,3.0
1216,9780062068514,4.0
1217,9780393245622,1.0
1218,9780143126478,5.0
1219,9780062365583,3.0
1220,9781250057150,1.0
1221,9780345544926,3.0
1222,9780307700315,5.0
1223,9781439187036,1.0
1224,9780061957956,4.0
1225,9780385353304,1.0
1226,9781476749785,3.0
1227,9781402294457,5.0
1228,9780062106070,1.0
1229,9780765375865,1.0
1230,9780062237194,5.0
1231,9780393243024,3.0
1232,9780062290366,1.0
1233,9781616148850,2.0
1234,9781594746857,1.0
1235,9780812993271,3.0
1236,9781250045638,1.0
1237,9780062331151,3.0
1238,9781402282485,4.0
1239,9781250043368,3.0
1240,9780307377937,1.0
1241,9780802122643,4.0
1242,9780451419484,5.0
1243,9781451627930,6.0
1244,9780812995206,1.0
1245,9780385348454,1.0
1246,9780804137447,1.0
1247,9780062291400,3.0
1248,9780345539786,1.0
1249,9780385537629,5.0
1250,9780385533508,1.0
1251,9781250019806,1.0
1252,9780062279972,1.0
1253,9780393240825,3.0
1254,9780307958846,5.0
1255,9781476705996,4.0
1256,9780062068545,5.0
1257,9780062136589,1.0
1258,9781476711959,5.0
1259,9780812995862,3.0
1260,9780316055437,1.0
1261,9781594486432,5.0
1262,9780345522023,3.0
1263,9780778315339,4.0
1264,9781400067886,3.0
1265,9780060779634,1.0
1281,9781984823793,1.0
1282,9780062878090,6.0
1283,9780062858085,1.0
1284,9781501188770,1.0
1285,9781982135669,4.0
1286,9780062855312,1.0
1287,9780062872838,1.0
1288,9781524759780,1.0
1289,9781250174611,1.0
1290,9780778307747,4.0
1291,9781635572582,3.0
1292,9781626728080,1.0
1293,9780544808256,6.0
1294,9781250301697,1.0
1295,9780743298070,1.0
1296,9780062684561,5.0
1297,9780525574682,4.0
1298,9780316176637,1.0
1299,9781250193162,5.0
1300,9780778330783,3.0
1301,9780316547185,3.0
1302,9781681777665,1.0
1303,9780062676788,1.0
1304,9780062696793,1.0
1305,9781683690139,1.0
1306,9780425281314,4.0
1307,9781476717807,4.0
1308,9780062389923,3.0
1309,9780062686664,3.0
1310,9780451476203,1.0
1311,9780399586934,3.0
1312,9781250130921,3.0
1313,9780399562457,1.0
1314,9780062694058,4.0
1315,9780316435314,1.0
1316,9780553448122,4.0
1317,9780062667571,4.0
1318,9780062663115,4.0
1319,9780062659057,1.0
1320,9780062685346,4.0
1321,9781501156007,1.0
1322,9780765392039,4.0
1323,9780062654199,1.0
1324,9780062289254,4.0
1325,9780062129383,4.0
1326,9780778330165,1.0
1327,9781681773643,4.0
1328,9780062469687,1.0
1329,9780062271631,4.0
1330,9780399563089,5.0
1331,9781101985137,4.0
1332,9781101906750,1.0
1333,9781101905609,1.0
1334,9780425285046,1.0
1335,9780670026333,1.0
1336,9781101988664,4.0
1337,9780451495976,4.0
1338,9780735221086,1.0
1339,9781250121004,3.0
1340,9781101875612,1.0
1341,9781250097910,3.0
1342,9781501132933,3.0
1343,9781101988640,4.0
1344,9780062083456,1.0
1345,9780393285543,3.0
1346,9781605989747,4.0
1347,9780399174469,1.0
1348,9780399169496,1.0
1349,9781451686630,1.0
1350,9781940456362,1.0
1351,9780670025770,1.0
1352,9780062351425,4.0
1353,9780399174001,3.0
1354,9780062225467,3.0
1355,9781476778068,5.0
1356,9780385539043,5.0
1357,9781616954239,1.0
1358,9780062068514,5.0
1359,9780143126478,1.0
1360,9780062290366,1.0
1361,9780062331151,4.0
1362,9781402282485,1.0
1363,9781250043368,1.0
1364,9780451419484,1.0
1365,9780804137447,1.0
1366,9780393240825,2.0
1367,9780307958846,1.0
1368,9781476711959,1.0
1378,9781984823793,3.0
1379,9780062858085,1.0
1380,9781501188770,3.0
1381,9781982135669,1.0
1382,9780062855312,1.0
1383,9780062872838,1.0
1384,9781524759780,1.0
1385,9781250174611,1.0
1386,9780778307747,5.0
1387,9781635572582,1.0
1388,9781626728080,1.0
1389,9780544808256,1.0
1390,9780743298070,1.0
1391,9780525574682,1.0
1392,9780316176637,1.0
1393,9780778330783,1.0
1394,9781681777665,5.0
1395,9780062676788,1.0
1396,9780062696793,1.0
1397,9781683690139,1.0
1398,9780062389923,1.0
1399,9780399562457,4.0
1400,9780316435314,4.0
1401,9780062667571,3.0
1402,9780062663115,3.0
1403,9780062659057,1.0
1404,9780062685346,5.0
1405,9781501156007,1.0
1406,9780062289254,1.0
1407,9780062129383,3.0
1408,9781681773643,5.0
1409,9781101906750,1.0
1410,9781101905609,4.0
1411,9780425285046,3.0
1412,9780451495976,5.0
1413,9780062083456,1.0
1414,9781451686630,4.0
1415,9781940456362,1.0
1416,9780062351425,1.0
1417,9780062290366,1.0
1421,9781984823793,1.0
1422,9780062858085,3.0
1423,9780062855312,3.0
1424,9780062872838,1.0
1425,9781250174611,4.0
1426,9781635572582,3.0
1427,9780743298070,3.0
1428,9780316176637,5.0
1429,9780778330783,3.0
1430,9781681777665,1.0
1431,9780062676788,1.0
1432,9780062696793,1.0
1433,9781683690139,1.0
1434,9780062389923,3.0
1435,9780062663115,1.0
1436,9780062659057,3.0
1437,9780062289254,6.0
1438,9780062083456,1.0
1439,9781940456362,1.0
1440,9780062351425,1.0
1441,9780062290366,4.0
1444,9780062872838,1.0
1445,9780743298070,1.0
1446,9780316176637,3.0
1447,9781681777665,1.0
1448,9780062696793,3.0
